1,0.6928913056850433,yolov5m,6.0,5,0.1195230484008789,0.14695215225219727,0.1231682300567627
2,0.8077132105827332,yolov5m,28.7,2,0.10222601890563965,0.1437227725982666,0.4267864227294922
3,0.3579770496913365,yolov5m,26.1,7,0.10796356201171875,0.14887166023254395,0.764927864074707
4,0.9061263203620911,yolov5m,37.0,1,0.1068270206451416,0.1295318603515625,1.0057713985443115
5,0.8889348804950714,yolov5m,30.3,2,0.10153985023498535,0.14063358306884766,1.301391839981079
6,0.7617600533095273,yolov5m,34.3,11,0.12021493911743164,0.15706372261047363,1.5951347351074219
7,0.8175637125968933,yolov5m,39.6,2,0.1133418083190918,0.14550161361694336,1.8723430633544922
8,0.9007515609264374,yolov5m,57.5,2,0.19041132926940918,0.21212530136108398,2.196676731109619
9,0.37264856696128845,yolov5m,16.3,1,0.11984443664550781,0.6320137977600098,2.887974500656128
10,0.68447345495224,yolov5m,82.8,2,0.11148405075073242,0.4668278694152832,3.0090932846069336
11,0.9278633197148641,yolov5m,75.8,3,0.10329174995422363,0.30420637130737305,3.127431631088257
12,0.8921465873718262,yolov5m,31.1,2,0.10848689079284668,0.6412315368652344,3.762241840362549
13,0.7447365403175354,yolov5m,72.9,5,0.11183547973632812,0.4807600975036621,3.8953349590301514
14,0.5516495048999787,yolov5m,79.6,5,0.11409616470336914,0.3347640037536621,4.022221326828003
15,0.7633736696508195,yolov5m,68.0,18,0.11207842826843262,0.1978607177734375,4.16491961479187
16,0.6328498952918582,yolov5m,45.3,9,0.101776123046875,0.1447291374206543,4.3762102127075195
17,0.5241268239915371,yolov5m,18.6,24,0.11146783828735352,0.6498942375183105,5.13737678527832
18,0.6215023497740427,yolov5m,70.9,3,0.13053464889526367,0.5216789245605469,5.28897762298584
19,0.6166880160570145,yolov5m,79.0,20,0.11455368995666504,0.3735678195953369,5.419745445251465
20,0.41417526205380756,yolov5m,79.8,3,0.1128382682800293,0.21653175354003906,5.543479919433594
21,0.5266888737678528,yolov5l,28.7,1,0.2190403938293457,0.7394125461578369,6.338155746459961
22,0.8177891671657562,yolov5l,79.9,2,0.21017813682556152,0.6719174385070801,6.5602734088897705
23,0.5920587344603105,yolov5l,78.7,11,0.2160940170288086,0.6205549240112305,6.792870044708252
24,0.44843530654907227,yolov5m,77.2,6,0.1123206615447998,0.476407527923584,6.930367469787598
25,0.942298173904419,yolov5m,82.6,2,0.11274051666259766,0.32004547119140625,7.054894924163818
26,0.6782547665966882,yolov5m,72.3,9,0.09817242622375488,0.13666415214538574,7.174604892730713
27,0.6038517240020964,yolov5m,40.6,18,0.11227583885192871,0.15058350563049316,7.464138507843018
28,0.7329405248165131,yolov5l,50.7,5,0.20478153228759766,0.24646759033203125,7.839301109313965
29,0.5576734900474548,yolov5l,68.5,10,0.29753804206848145,0.32904839515686035,8.210954666137695
30,0.38965925574302673,yolov5l,77.5,2,0.22396469116210938,0.3023948669433594,8.455796480178833
