Image,Avg. Confidence,Response Time(s),CPU Consumption(%),Detection boxes
000000281866.jpg, 0.656759, 0.10286, 41.8, 15
000000191762.jpg, 0.618137, 0.12035, 41.8, 8
000000254607.jpg, 0.584681, 0.11587, 40.9, 7
000000104777.jpg, 0.652976, 0.12157, 46.0, 6
000000497658.jpg, 0.756308, 0.11707, 41.5, 1
000000541602.jpg, 0.666396, 0.11278, 44.3, 6
000000344848.jpg, 0.838745, 0.11570, 40.8, 7
000000250435.jpg, 0.575151, 0.12049, 43.1, 8
000000341515.jpg, 0.714102, 0.11339, 45.7, 10
000000267508.jpg, 0.925521, 0.12153, 43.8, 1
000000054239.jpg, 0.565502, 0.12129, 40.5, 2
000000256947.jpg, 0.603825, 0.13006, 43.4, 7
000000244861.jpg, 0.580443, 0.11555, 43.1, 7
000000260228.jpg, 0.494459, 0.10060, 43.4, 11
000000171870.jpg, 0.500808, 0.12496, 43.8, 4
000000081250.jpg, 0.437479, 0.11300, 47.5, 19
000000302883.jpg, 0.728555, 0.13642, 42.2, 11
000000480610.jpg, 0.519512, 0.12024, 47.9, 20
000000458795.jpg, 0.937936, 0.15875, 44.6, 9
000000108801.jpg, 0.711356, 0.12389, 44.1, 7
000000391039.jpg, 0.617718, 0.12899, 46.3, 4
000000070151.jpg, 0.789729, 0.12256, 44.9, 2
000000542941.jpg, 0.907721, 0.12092, 43.6, 2
000000306892.jpg, 0.772165, 0.11628, 44.0, 1
000000567465.jpg, 0.636447, 0.12212, 46.6, 4
000000251257.jpg, 0.552643, 0.11854, 43.2, 5
000000379695.jpg, 0.651681, 0.12178, 44.7, 7
000000319148.jpg, 0.659177, 0.11545, 42.1, 20
000000507722.jpg, 0.772144, 0.12280, 43.6, 16
000000574436.jpg, 0.871036, 0.12538, 44.7, 2
000000547729.jpg, 0.812451, 0.12451, 48.7, 13
000000356377.jpg, 0.578164, 0.12138, 45.8, 12
000000054633.jpg, 0.284720, 0.11682, 43.5, 4
000000137200.jpg, 0.900835, 0.11386, 47.4, 6
000000378811.jpg, 0.547184, 0.10629, 42.5, 7
000000188890.jpg, 0.631398, 0.11970, 47.2, 14
000000108752.jpg, 0.754524, 0.11697, 42.9, 7
000000397380.jpg, 0.670874, 0.12174, 44.3, 4
000000365713.jpg, 0.593159, 0.14501, 43.0, 7
000000222404.jpg, 0.940629, 0.12222, 45.3, 2
000000571137.jpg, 0.619067, 0.12170, 44.3, 10
000000225497.jpg, 0.900691, 0.11646, 48.4, 2
000000197730.jpg, 0.000000, 0.12711, 46.2, 0
000000362260.jpg, 0.687160, 0.11651, 42.8, 10
000000347619.jpg, 0.889198, 0.11379, 45.8, 2
000000580242.jpg, 0.871399, 0.12827, 47.4, 3
000000016443.jpg, 0.739588, 0.11564, 42.9, 2
000000065693.jpg, 0.841676, 0.11623, 40.5, 6
000000327414.jpg, 0.671677, 0.11618, 43.5, 2
000000136855.jpg, 0.643270, 0.11858, 41.0, 12
000000278571.jpg, 0.504711, 0.15916, 46.1, 3
000000097199.jpg, 0.662197, 0.11965, 47.5, 2
000000433247.jpg, 0.786633, 0.11752, 49.3, 4
000000295938.jpg, 0.696433, 0.12376, 42.9, 4
000000356530.jpg, 0.480378, 0.11686, 47.4, 6
000000430186.jpg, 0.542128, 0.12278, 43.5, 8
000000464864.jpg, 0.481778, 0.11958, 43.5, 22
000000022934.jpg, 0.503001, 0.12023, 46.2, 4
000000273880.jpg, 0.657899, 0.11713, 44.9, 16
000000066021.jpg, 0.758302, 0.11721, 48.1, 1
000000065100.jpg, 0.499402, 0.12173, 45.6, 12
000000021016.jpg, 0.442360, 0.12253, 46.3, 20
000000559489.jpg, 0.462537, 0.12988, 44.1, 6
000000547998.jpg, 0.641372, 0.11975, 46.8, 2
000000280611.jpg, 0.654690, 0.09341, 38.6, 10
000000419348.jpg, 0.700428, 0.11762, 44.4, 16
000000499415.jpg, 0.656674, 0.12184, 43.8, 3
000000033283.jpg, 0.766190, 0.11789, 46.1, 8
000000000552.jpg, 0.928747, 0.11300, 45.2, 2
000000535985.jpg, 0.750991, 0.11898, 41.7, 5
000000401832.jpg, 0.575411, 0.11696, 40.4, 19
000000195498.jpg, 0.808278, 0.11811, 41.1, 4
000000204781.jpg, 0.263054, 0.11827, 39.7, 1
000000397972.jpg, 0.815265, 0.11632, 44.0, 4
000000519408.jpg, 0.580517, 0.11385, 41.5, 8
000000139246.jpg, 0.675471, 0.10090, 42.2, 24
000000279351.jpg, 0.661397, 0.11967, 43.5, 3
000000155314.jpg, 0.899506, 0.12117, 41.5, 1
000000138249.jpg, 0.755899, 0.11856, 42.9, 3
000000184343.jpg, 0.603402, 0.12100, 43.3, 27
000000259672.jpg, 0.574012, 0.11941, 43.0, 17
000000409004.jpg, 0.396657, 0.15974, 43.6, 2
000000447395.jpg, 0.945190, 0.12488, 36.8, 1
000000388077.jpg, 0.000000, 0.13756, 45.6, 0
000000322450.jpg, 0.677722, 0.12320, 47.3, 9
000000053199.jpg, 0.734407, 0.11625, 44.1, 3
000000422619.jpg, 0.620141, 0.11318, 44.3, 18
000000351666.jpg, 0.905134, 0.11521, 43.2, 2
000000271901.jpg, 0.669944, 0.10458, 45.9, 9
000000508956.jpg, 0.554854, 0.11607, 47.4, 9
000000265642.jpg, 0.895662, 0.12259, 41.2, 1
000000484998.jpg, 0.690431, 0.10087, 40.4, 7
000000320327.jpg, 0.908693, 0.11573, 46.6, 1
000000245469.jpg, 0.542231, 0.10142, 39.4, 10
000000491570.jpg, 0.573284, 0.12256, 42.2, 2
000000549601.jpg, 0.606321, 0.12080, 49.3, 7
000000361902.jpg, 0.747705, 0.11453, 42.9, 2
000000088717.jpg, 0.763098, 0.11632, 42.2, 4
000000199489.jpg, 0.606981, 0.12115, 44.1, 11
000000002487.jpg, 0.898399, 0.12250, 41.2, 2
000000047580.jpg, 0.826360, 0.11656, 44.2, 2
000000407919.jpg, 0.569586, 0.11595, 42.1, 5
000000340084.jpg, 0.396620, 0.12019, 46.0, 6
000000125145.jpg, 0.628960, 0.11499, 41.8, 7
000000304203.jpg, 0.821508, 0.12164, 41.4, 3
000000355058.jpg, 0.843121, 0.11435, 46.3, 1
000000541257.jpg, 0.501137, 0.12188, 42.1, 15
000000103451.jpg, 0.922677, 0.13408, 43.3, 2
000000184413.jpg, 0.469070, 0.11683, 42.1, 4
000000159818.jpg, 0.677944, 0.11672, 42.5, 13
000000401421.jpg, 0.497918, 0.12097, 46.6, 3
000000101375.jpg, 0.000000, 0.12385, 43.9, 0
000000126752.jpg, 0.960148, 0.12313, 43.9, 1
000000099158.jpg, 0.692630, 0.11688, 39.2, 28
000000266576.jpg, 0.444041, 0.10309, 43.7, 7
000000153191.jpg, 0.683983, 0.10792, 45.0, 11
000000205165.jpg, 0.747069, 0.12143, 43.8, 2
000000153784.jpg, 0.800782, 0.15235, 43.2, 4
000000414164.jpg, 0.824720, 0.11285, 38.3, 6
000000277356.jpg, 0.897697, 0.10326, 42.1, 3
000000118993.jpg, 0.931949, 0.12212, 48.4, 1
000000508392.jpg, 0.480451, 0.12207, 44.1, 8
000000483903.jpg, 0.584518, 0.11545, 45.0, 16
000000340541.jpg, 0.628808, 0.12640, 43.6, 2
000000073504.jpg, 0.784195, 0.11901, 39.7, 1
000000556337.jpg, 0.868047, 0.12098, 44.4, 1
000000257332.jpg, 0.665392, 0.11998, 38.4, 15
000000152777.jpg, 0.623405, 0.11571, 41.4, 11
000000459072.jpg, 0.884802, 0.11616, 41.4, 5
000000465772.jpg, 0.679944, 0.11413, 42.6, 9
000000442821.jpg, 0.859486, 0.12168, 46.3, 2
000000514841.jpg, 0.612241, 0.11281, 44.8, 13
000000370901.jpg, 0.462152, 0.11510, 45.3, 20
000000017881.jpg, 0.882861, 0.12096, 44.8, 2
000000156091.jpg, 0.684764, 0.12571, 48.4, 6
000000482639.jpg, 0.847734, 0.12292, 44.2, 1
000000142256.jpg, 0.552135, 0.12369, 44.3, 4
000000083961.jpg, 0.472727, 0.16026, 45.6, 3
000000510713.jpg, 0.531248, 0.11840, 47.6, 20
000000362687.jpg, 0.481583, 0.12540, 44.0, 15
000000308628.jpg, 0.616567, 0.09508, 40.2, 11
000000352343.jpg, 0.708212, 0.11851, 41.2, 3
000000164243.jpg, 0.751861, 0.12324, 44.0, 2
000000009089.jpg, 0.933875, 0.12406, 38.9, 1
000000558980.jpg, 0.663197, 0.12174, 44.5, 9
000000228403.jpg, 0.572894, 0.08878, 39.1, 5
000000057180.jpg, 0.780695, 0.12490, 46.2, 2
000000051491.jpg, 0.631484, 0.12306, 43.9, 5
000000052488.jpg, 0.559866, 0.10155, 42.2, 12
000000172862.jpg, 0.482220, 0.12053, 51.0, 3
000000540084.jpg, 0.426719, 0.12213, 39.2, 9
000000152730.jpg, 0.475940, 0.11295, 47.8, 4
000000353238.jpg, 0.917703, 0.11200, 45.0, 2
000000353998.jpg, 0.647206, 0.12207, 43.2, 11
000000015493.jpg, 0.480537, 0.12145, 47.7, 28
000000190186.jpg, 0.785320, 0.12217, 44.1, 3
000000020081.jpg, 0.604727, 0.11848, 43.5, 3
000000124688.jpg, 0.788492, 0.12391, 40.6, 3
000000113339.jpg, 0.638274, 0.11476, 42.9, 6
000000228636.jpg, 0.871956, 0.11669, 46.0, 1
000000371518.jpg, 0.835502, 0.11602, 43.3, 5
000000473033.jpg, 0.563607, 0.15839, 45.5, 1
000000479758.jpg, 0.339224, 0.12127, 46.0, 2
000000538648.jpg, 0.511066, 0.10849, 43.7, 8
000000261614.jpg, 0.733245, 0.12193, 44.1, 5
000000063781.jpg, 0.579867, 0.12054, 44.2, 2
000000417127.jpg, 0.563741, 0.12749, 46.2, 5
000000546601.jpg, 0.724011, 0.09961, 46.4, 12
000000273009.jpg, 0.607428, 0.11269, 46.6, 3
000000240013.jpg, 0.600799, 0.09838, 43.2, 2
000000001257.jpg, 0.583717, 0.12103, 42.7, 8
000000539192.jpg, 0.813453, 0.11916, 45.1, 2
000000492738.jpg, 0.852332, 0.12361, 45.9, 6
000000113368.jpg, 0.640356, 0.12247, 43.1, 23
000000116457.jpg, 0.938770, 0.11348, 44.8, 3
000000088395.jpg, 0.852857, 0.12153, 46.2, 2
000000443838.jpg, 0.530512, 0.11120, 45.8, 4
000000088568.jpg, 0.825388, 0.11293, 41.6, 2
000000427830.jpg, 0.834618, 0.12073, 40.2, 5
000000102914.jpg, 0.737739, 0.15535, 46.6, 5
000000036387.jpg, 0.654860, 0.11839, 39.3, 2
000000579706.jpg, 0.449384, 0.11927, 47.2, 2
000000421312.jpg, 0.947676, 0.15701, 46.5, 1
000000069628.jpg, 0.435908, 0.10272, 44.3, 26
000000054734.jpg, 0.841573, 0.11249, 47.8, 1
000000161034.jpg, 0.589451, 0.12074, 45.1, 17
000000401697.jpg, 0.761355, 0.11380, 44.4, 3
000000380518.jpg, 0.577989, 0.11377, 44.0, 8
000000054207.jpg, 0.919976, 0.11457, 46.2, 1
000000167328.jpg, 0.906931, 0.12612, 41.6, 1
000000228116.jpg, 0.848063, 0.11490, 46.1, 2
000000189540.jpg, 0.540102, 0.11466, 43.3, 23
000000395896.jpg, 0.695043, 0.10657, 38.7, 19
000000240268.jpg, 0.876187, 0.12014, 45.6, 2
000000011797.jpg, 0.915802, 0.12247, 42.1, 2
000000310157.jpg, 0.729990, 0.11903, 39.3, 16
000000140941.jpg, 0.893369, 0.15784, 43.2, 1
000000569394.jpg, 0.495234, 0.11363, 47.8, 4
000000052590.jpg, 0.563056, 0.12651, 42.3, 10
000000062635.jpg, 0.483889, 0.12361, 43.5, 12
000000073887.jpg, 0.527397, 0.12163, 45.4, 8
000000424587.jpg, 0.744660, 0.10183, 42.0, 2
000000385395.jpg, 0.505563, 0.13278, 43.4, 2
000000227412.jpg, 0.576334, 0.12366, 44.4, 13
000000359593.jpg, 0.488192, 0.11687, 45.6, 2
000000127333.jpg, 0.561068, 0.12036, 44.9, 6
000000226584.jpg, 0.872035, 0.11289, 46.6, 2
000000019853.jpg, 0.533800, 0.09591, 43.0, 5
000000529543.jpg, 0.546743, 0.11450, 47.1, 2
000000135465.jpg, 0.855971, 0.11797, 40.2, 1
000000047741.jpg, 0.862297, 0.15824, 47.6, 2
000000546526.jpg, 0.659323, 0.13013, 44.6, 12
000000441170.jpg, 0.609428, 0.10241, 42.1, 3
000000225208.jpg, 0.557084, 0.10240, 42.8, 19
000000406236.jpg, 0.735290, 0.13689, 49.3, 2
000000358663.jpg, 0.481050, 0.11919, 44.2, 4
000000077670.jpg, 0.487824, 0.12113, 46.3, 11
000000119697.jpg, 0.736433, 0.11531, 44.7, 2
000000578028.jpg, 0.687502, 0.11887, 42.7, 7
000000099559.jpg, 0.609141, 0.11644, 43.3, 11
000000319757.jpg, 0.494859, 0.12993, 42.9, 10
000000041380.jpg, 0.535300, 0.11985, 47.0, 12
000000566544.jpg, 0.532471, 0.11310, 43.1, 12
000000251673.jpg, 0.577345, 0.11509, 42.6, 31
000000000251.jpg, 0.665851, 0.11353, 38.6, 2
000000192754.jpg, 0.895991, 0.11425, 43.2, 1
000000362200.jpg, 0.437960, 0.11670, 44.8, 1
000000438265.jpg, 0.712764, 0.11286, 46.1, 12
000000128003.jpg, 0.610867, 0.11744, 45.8, 6
000000506317.jpg, 0.856379, 0.10599, 48.5, 3
000000167157.jpg, 0.510638, 0.12224, 44.7, 14
000000507697.jpg, 0.667699, 0.12890, 44.8, 15
000000417783.jpg, 0.489599, 0.10919, 44.4, 6
000000120105.jpg, 0.795820, 0.11758, 47.2, 2
000000122072.jpg, 0.586287, 0.11527, 43.4, 6
000000458334.jpg, 0.620886, 0.11251, 46.2, 20
000000423387.jpg, 0.799060, 0.12260, 44.1, 1
000000166684.jpg, 0.614346, 0.12036, 45.5, 8
000000101757.jpg, 0.614927, 0.12086, 39.8, 7
000000286341.jpg, 0.797998, 0.11251, 46.2, 2
000000188230.jpg, 0.603800, 0.11563, 46.7, 3
000000026838.jpg, 0.567866, 0.15881, 48.0, 7
000000385630.jpg, 0.538593, 0.11755, 40.2, 3
000000030581.jpg, 0.778463, 0.12589, 43.4, 4
000000497278.jpg, 0.481754, 0.10143, 42.0, 20
000000042035.jpg, 0.911557, 0.12269, 44.8, 1
000000468607.jpg, 0.717475, 0.11646, 44.2, 9
000000468030.jpg, 0.611932, 0.11982, 46.9, 8
000000042311.jpg, 0.458096, 0.13249, 39.5, 22
000000056031.jpg, 0.723012, 0.12930, 46.2, 5
000000109762.jpg, 0.741139, 0.10131, 42.5, 10
000000397757.jpg, 0.358522, 0.12108, 41.8, 2
000000465053.jpg, 0.635067, 0.15568, 46.6, 15
000000267716.jpg, 0.800213, 0.12259, 44.1, 5
000000467155.jpg, 0.748586, 0.15803, 43.0, 7
000000422098.jpg, 0.592903, 0.11333, 45.1, 4
000000110268.jpg, 0.614963, 0.12180, 43.8, 26
000000543191.jpg, 0.894990, 0.12224, 45.3, 2
000000283370.jpg, 0.756080, 0.12269, 43.9, 1
000000407918.jpg, 0.706824, 0.11433, 37.3, 4
000000418463.jpg, 0.886763, 0.11289, 43.8, 1
000000567202.jpg, 0.589054, 0.12265, 40.8, 7
000000520695.jpg, 0.459575, 0.12081, 45.0, 5
000000045221.jpg, 0.883658, 0.11570, 44.8, 2
000000551377.jpg, 0.756886, 0.12340, 44.5, 19
000000165093.jpg, 0.855738, 0.12276, 41.9, 4
000000244620.jpg, 0.338195, 0.11476, 48.7, 10
000000413589.jpg, 0.564148, 0.11373, 43.9, 4
000000294782.jpg, 0.744632, 0.11363, 49.1, 6
000000579105.jpg, 0.572289, 0.11390, 45.2, 11
000000557301.jpg, 0.388176, 0.11444, 41.6, 3
000000281201.jpg, 0.697287, 0.12161, 45.4, 2
000000219766.jpg, 0.573582, 0.11778, 46.0, 5
000000420390.jpg, 0.550937, 0.11879, 46.9, 17
000000245319.jpg, 0.574396, 0.12021, 43.2, 3
000000211954.jpg, 0.000000, 0.11567, 43.5, 0
000000072153.jpg, 0.937479, 0.12502, 43.1, 2
000000359964.jpg, 0.474751, 0.12291, 43.8, 13
000000217333.jpg, 0.524440, 0.11795, 41.8, 3
000000357085.jpg, 0.789002, 0.08500, 41.1, 4
000000254265.jpg, 0.621537, 0.12036, 46.7, 15
000000578639.jpg, 0.747109, 0.13454, 40.5, 12
000000527880.jpg, 0.947455, 0.11529, 43.3, 1
000000006525.jpg, 0.707639, 0.11313, 44.7, 5
000000093665.jpg, 0.784322, 0.12817, 43.4, 3
000000224261.jpg, 0.462185, 0.12884, 46.5, 4
000000081195.jpg, 0.681699, 0.16109, 43.3, 3
000000361299.jpg, 0.878094, 0.11537, 40.1, 2
000000031336.jpg, 0.603927, 0.12200, 46.1, 18
000000025775.jpg, 0.565074, 0.11485, 45.3, 11
000000389802.jpg, 0.719543, 0.12171, 43.0, 8
000000154999.jpg, 0.727799, 0.12020, 45.4, 2
000000579873.jpg, 0.477066, 0.11536, 40.1, 11
000000395235.jpg, 0.609664, 0.10768, 45.6, 1
000000478162.jpg, 0.668085, 0.12528, 47.3, 4
000000134965.jpg, 0.460552, 0.16094, 47.1, 3
000000345253.jpg, 0.633022, 0.12328, 47.3, 3
000000100786.jpg, 0.659042, 0.11576, 41.0, 4
000000080410.jpg, 0.785205, 0.12268, 45.4, 6
000000292802.jpg, 0.809748, 0.12712, 46.6, 1
000000219623.jpg, 0.655645, 0.09209, 42.4, 21
000000021840.jpg, 0.585778, 0.12406, 46.3, 3
000000014218.jpg, 0.380537, 0.16286, 43.8, 2
000000438062.jpg, 0.000000, 0.11358, 43.9, 0
000000192601.jpg, 0.700830, 0.12033, 45.2, 4
000000057626.jpg, 0.433053, 0.11335, 46.9, 3
000000357606.jpg, 0.799805, 0.11576, 44.1, 3
000000000619.jpg, 0.696343, 0.12440, 41.1, 14
000000215771.jpg, 0.631880, 0.12173, 45.3, 6
000000225391.jpg, 0.900163, 0.12189, 44.0, 3
000000092775.jpg, 0.558341, 0.12416, 42.3, 9
000000507328.jpg, 0.471385, 0.12290, 42.6, 4
000000544030.jpg, 0.717481, 0.12007, 43.3, 3
000000053270.jpg, 0.589837, 0.11925, 38.9, 4
000000010373.jpg, 0.469273, 0.12090, 44.5, 8
000000005036.jpg, 0.602788, 0.12983, 43.9, 2
000000052536.jpg, 0.497141, 0.10933, 38.9, 10
000000416114.jpg, 0.697318, 0.13393, 43.6, 3
000000336144.jpg, 0.584686, 0.10115, 41.1, 21
000000102122.jpg, 0.642598, 0.12653, 43.9, 18
000000564359.jpg, 0.889102, 0.11628, 40.9, 3
000000263356.jpg, 0.859677, 0.11651, 43.8, 1
000000476156.jpg, 0.516875, 0.12281, 44.2, 3
000000535824.jpg, 0.669393, 0.12141, 45.5, 10
000000507319.jpg, 0.916273, 0.11661, 42.0, 2
000000280754.jpg, 0.637988, 0.11417, 42.8, 2
000000018569.jpg, 0.913156, 0.08290, 37.6, 1
000000546947.jpg, 0.853257, 0.11545, 45.2, 1
000000507736.jpg, 0.706673, 0.12454, 40.2, 6
000000185671.jpg, 0.771260, 0.12162, 44.0, 5
000000521358.jpg, 0.865135, 0.10415, 36.6, 2
000000468952.jpg, 0.845913, 0.12248, 44.5, 2
000000479830.jpg, 0.448156, 0.11688, 41.6, 18
000000395674.jpg, 0.889795, 0.11722, 42.5, 2
000000399093.jpg, 0.731169, 0.11356, 43.1, 17
000000098548.jpg, 0.645339, 0.10259, 46.1, 4
000000283287.jpg, 0.524611, 0.12306, 43.7, 9
000000126646.jpg, 0.413816, 0.14451, 43.1, 24
000000084955.jpg, 0.554223, 0.12094, 42.9, 1
000000502133.jpg, 0.548828, 0.12298, 42.7, 4
000000041590.jpg, 0.827290, 0.15263, 45.1, 2
000000058228.jpg, 0.691473, 0.11558, 43.5, 12
000000487916.jpg, 0.726518, 0.11421, 39.7, 2
000000456401.jpg, 0.618197, 0.12027, 44.1, 9
000000099345.jpg, 0.742920, 0.13094, 42.1, 3
000000218826.jpg, 0.918248, 0.11595, 49.0, 1
000000161779.jpg, 0.917591, 0.10393, 41.2, 4
000000411294.jpg, 0.490723, 0.15833, 41.6, 15
000000349667.jpg, 0.464574, 0.12261, 45.2, 9
000000575232.jpg, 0.582454, 0.11897, 46.9, 30
000000528376.jpg, 0.442372, 0.12005, 45.5, 4
000000055579.jpg, 0.873709, 0.11820, 43.7, 3
000000534971.jpg, 0.528702, 0.11517, 42.1, 3
000000086477.jpg, 0.532576, 0.12177, 46.8, 3
000000451222.jpg, 0.514022, 0.12031, 42.8, 2
000000133756.jpg, 0.814542, 0.11397, 47.1, 1
000000283235.jpg, 0.753591, 0.12324, 42.3, 6
000000474686.jpg, 0.669829, 0.12099, 40.8, 9
000000103436.jpg, 0.738719, 0.16246, 45.1, 10
000000113232.jpg, 0.711806, 0.12190, 40.6, 2
000000205993.jpg, 0.753372, 0.11604, 42.4, 12
000000297433.jpg, 0.750163, 0.13286, 40.1, 1
000000467371.jpg, 0.897473, 0.13110, 44.3, 2
000000009191.jpg, 0.748943, 0.11656, 40.3, 11
000000080242.jpg, 0.530784, 0.11867, 44.2, 3
000000569260.jpg, 0.864948, 0.12075, 42.8, 1
000000177622.jpg, 0.530087, 0.14304, 40.0, 4
000000330854.jpg, 0.492764, 0.11503, 44.3, 6
000000109806.jpg, 0.612548, 0.11533, 46.8, 9
000000366895.jpg, 0.796184, 0.11988, 43.4, 2
000000349567.jpg, 0.570775, 0.11757, 43.6, 10
000000174368.jpg, 0.644502, 0.11908, 46.9, 3
000000484613.jpg, 0.883501, 0.11331, 45.8, 2
000000535556.jpg, 0.421812, 0.11469, 42.4, 1
000000533126.jpg, 0.689698, 0.13505, 47.2, 4
000000391454.jpg, 0.669296, 0.10545, 43.6, 9
000000241185.jpg, 0.815878, 0.11779, 47.0, 1
000000200393.jpg, 0.933160, 0.12718, 40.5, 2
000000236598.jpg, 0.589684, 0.11769, 44.4, 18
000000003229.jpg, 0.743388, 0.12002, 41.9, 3
000000041224.jpg, 0.742451, 0.12154, 43.5, 2
000000390629.jpg, 0.000000, 0.12533, 40.9, 0
000000216349.jpg, 0.572868, 0.11746, 44.7, 2
000000455777.jpg, 0.727025, 0.12315, 46.7, 1
000000010452.jpg, 0.941975, 0.12300, 45.2, 1
000000323990.jpg, 0.521571, 0.12221, 46.3, 3
000000174269.jpg, 0.910249, 0.11893, 39.5, 2
000000049544.jpg, 0.369640, 0.11945, 46.6, 4
000000388738.jpg, 0.469492, 0.12196, 42.2, 11
000000270486.jpg, 0.755579, 0.15878, 46.7, 8
000000573428.jpg, 0.702612, 0.11493, 44.1, 2
000000024359.jpg, 0.724530, 0.11498, 40.8, 3
000000492367.jpg, 0.795391, 0.11566, 44.8, 2
000000356040.jpg, 0.461179, 0.11451, 41.1, 2
000000439616.jpg, 0.906348, 0.11643, 45.2, 2
000000476695.jpg, 0.708980, 0.11594, 41.2, 1
000000241923.jpg, 0.743579, 0.11476, 42.8, 3
000000405405.jpg, 0.632528, 0.11802, 43.4, 7
000000484943.jpg, 0.506071, 0.10288, 40.0, 17
000000310823.jpg, 0.463999, 0.12527, 45.9, 3
000000382776.jpg, 0.613381, 0.12118, 51.0, 12
000000259223.jpg, 0.725525, 0.11677, 40.9, 3
000000535421.jpg, 0.581702, 0.12259, 42.0, 6
000000269409.jpg, 0.637029, 0.11665, 44.3, 15
000000507174.jpg, 0.611442, 0.11696, 38.6, 8
000000381575.jpg, 0.658057, 0.11676, 42.6, 18
000000571233.jpg, 0.795082, 0.11655, 41.9, 2
000000078095.jpg, 0.526369, 0.11734, 42.9, 11
000000570335.jpg, 0.651740, 0.12476, 45.8, 7
000000471070.jpg, 0.664696, 0.11524, 41.2, 3
000000565056.jpg, 0.694775, 0.11469, 36.5, 2
000000332262.jpg, 0.575473, 0.12034, 46.5, 8
000000203480.jpg, 0.640496, 0.12189, 43.8, 10
000000276917.jpg, 0.554608, 0.11505, 41.7, 3
000000099829.jpg, 0.898263, 0.11909, 46.6, 1
000000384364.jpg, 0.569869, 0.12387, 46.2, 13
000000241680.jpg, 0.906538, 0.11074, 42.1, 1
000000476746.jpg, 0.892770, 0.11431, 43.1, 2
000000229086.jpg, 0.696399, 0.12273, 41.4, 6
000000494071.jpg, 0.698871, 0.12345, 45.2, 3
000000082322.jpg, 0.795493, 0.10747, 44.1, 2
000000169388.jpg, 0.922112, 0.11180, 48.1, 2
000000460638.jpg, 0.477992, 0.11837, 43.4, 1
000000378295.jpg, 0.683298, 0.12321, 42.4, 6
000000521553.jpg, 0.834052, 0.11381, 46.0, 4
000000338944.jpg, 0.861117, 0.11544, 38.3, 8
000000417066.jpg, 0.586046, 0.12290, 42.9, 2
000000162115.jpg, 0.784044, 0.16271, 41.9, 2
000000304029.jpg, 0.905663, 0.11817, 44.2, 2
000000463910.jpg, 0.807151, 0.11678, 44.7, 3
000000240027.jpg, 0.549673, 0.15815, 44.8, 11
000000268676.jpg, 0.313721, 0.12309, 39.0, 1
000000288698.jpg, 0.523745, 0.11946, 45.6, 7
000000282751.jpg, 0.938264, 0.10205, 44.6, 4
000000340863.jpg, 0.583837, 0.12276, 45.7, 9
000000113555.jpg, 0.586604, 0.14442, 41.9, 1
000000422568.jpg, 0.871231, 0.12227, 41.9, 2
000000119173.jpg, 0.362926, 0.11787, 40.2, 1
000000570356.jpg, 0.662969, 0.10502, 36.2, 3
000000034864.jpg, 0.634008, 0.12560, 44.1, 14
000000361999.jpg, 0.458284, 0.15776, 46.3, 3
000000136573.jpg, 0.357734, 0.12168, 47.8, 3
000000418626.jpg, 0.911841, 0.15784, 43.6, 1
000000441297.jpg, 0.886856, 0.11737, 42.6, 1
000000229927.jpg, 0.851765, 0.11621, 43.0, 6
000000136937.jpg, 0.738504, 0.12382, 39.5, 11
000000023634.jpg, 0.564066, 0.11525, 43.1, 2
000000046559.jpg, 0.461179, 0.11505, 42.7, 55
000000148367.jpg, 0.534979, 0.11420, 45.4, 2
000000554312.jpg, 0.644856, 0.15994, 47.7, 2
000000055718.jpg, 0.457216, 0.11341, 46.6, 7
000000484718.jpg, 0.910426, 0.11318, 43.0, 1
000000539206.jpg, 0.812601, 0.11616, 42.1, 9
000000472447.jpg, 0.613492, 0.10404, 47.2, 9
000000408237.jpg, 0.571872, 0.12465, 43.1, 9
000000329681.jpg, 0.717981, 0.12180, 43.4, 2
000000325212.jpg, 0.399815, 0.12362, 41.5, 6
000000545576.jpg, 0.819164, 0.12240, 40.9, 3
000000330983.jpg, 0.849265, 0.11809, 43.7, 2
000000287446.jpg, 0.615474, 0.11727, 43.5, 8
000000146175.jpg, 0.513408, 0.12397, 45.2, 2
000000200127.jpg, 0.619442, 0.11714, 46.7, 19
000000046125.jpg, 0.832624, 0.11458, 46.6, 4
000000221426.jpg, 0.445997, 0.11502, 43.7, 26
000000058274.jpg, 0.452420, 0.12564, 43.2, 12
000000013479.jpg, 0.938592, 0.09630, 44.4, 3
000000365445.jpg, 0.725573, 0.11799, 43.1, 3
000000490357.jpg, 0.693529, 0.10135, 42.9, 2
000000223464.jpg, 0.826303, 0.11800, 45.8, 2
000000325117.jpg, 0.867685, 0.12094, 48.7, 1
000000129522.jpg, 0.707192, 0.12407, 40.7, 12
000000260886.jpg, 0.619725, 0.11474, 47.6, 6
000000313103.jpg, 0.623623, 0.13224, 43.9, 10
000000535789.jpg, 0.643546, 0.11524, 43.1, 5
000000225256.jpg, 0.806078, 0.11922, 44.0, 2
000000362133.jpg, 0.869716, 0.11681, 43.6, 2
000000386522.jpg, 0.840689, 0.11409, 42.3, 3
000000159604.jpg, 0.908143, 0.11866, 41.0, 2
000000432251.jpg, 0.522318, 0.12484, 41.3, 4
000000280110.jpg, 0.684339, 0.12200, 40.1, 9
000000345888.jpg, 0.871690, 0.11829, 42.0, 2
