Image,Avg. Confidence,Response Time(s),CPU Consumption(%),Detection boxes
000000079184.jpg, 0.693798, 0.11894, 40.8, 13
000000347271.jpg, 0.490727, 0.12567, 40.0, 7
000000067345.jpg, 0.325029, 0.12310, 44.6, 1
000000145948.jpg, 0.594508, 0.11272, 44.4, 4
000000361215.jpg, 0.608421, 0.15893, 43.7, 4
000000277457.jpg, 0.656195, 0.16125, 43.3, 5
000000207921.jpg, 0.627148, 0.11720, 39.3, 16
000000105254.jpg, 0.501609, 0.15165, 43.4, 3
000000449876.jpg, 0.557275, 0.07297, 36.1, 5
000000422993.jpg, 0.932079, 0.11666, 45.5, 2
000000035086.jpg, 0.655882, 0.11918, 43.3, 2
000000006592.jpg, 0.514213, 0.12075, 46.3, 1
000000154203.jpg, 0.659313, 0.12128, 46.8, 3
000000024308.jpg, 0.860856, 0.11489, 42.6, 2
000000571300.jpg, 0.510339, 0.11626, 44.4, 15
000000546387.jpg, 0.787915, 0.12397, 43.3, 5
000000189947.jpg, 0.511183, 0.12372, 41.3, 14
000000151660.jpg, 0.887818, 0.11365, 42.4, 3
000000209689.jpg, 0.792740, 0.13017, 37.6, 12
000000249236.jpg, 0.777431, 0.12071, 41.3, 4
000000092836.jpg, 0.437453, 0.15923, 46.4, 2
000000227177.jpg, 0.679369, 0.11821, 41.3, 4
000000040097.jpg, 0.544701, 0.10669, 45.5, 1
000000029396.jpg, 0.771919, 0.12160, 44.7, 3
000000179028.jpg, 0.848085, 0.11200, 47.3, 3
000000100363.jpg, 0.644871, 0.11606, 39.9, 27
000000460508.jpg, 0.740469, 0.12074, 43.2, 3
000000071458.jpg, 0.822801, 0.08896, 41.3, 2
000000455314.jpg, 0.574949, 0.11712, 46.7, 24
000000019556.jpg, 0.690457, 0.12108, 44.0, 7
000000000809.jpg, 0.573372, 0.12196, 46.6, 14
000000285335.jpg, 0.730697, 0.12558, 40.6, 4
000000415236.jpg, 0.853545, 0.12234, 42.7, 1
000000334604.jpg, 0.589188, 0.12213, 43.2, 7
000000393443.jpg, 0.427496, 0.11480, 39.9, 9
000000291423.jpg, 0.591857, 0.12387, 44.0, 4
000000110853.jpg, 0.820423, 0.12165, 45.1, 2
000000518520.jpg, 0.354558, 0.12577, 43.1, 4
000000264342.jpg, 0.640940, 0.12649, 42.6, 6
000000408979.jpg, 0.417269, 0.12161, 40.2, 10
000000328672.jpg, 0.878040, 0.11499, 41.1, 2
000000057766.jpg, 0.582578, 0.11312, 46.2, 17
000000377724.jpg, 0.561754, 0.11536, 40.5, 5
000000262294.jpg, 0.735870, 0.11748, 41.2, 8
000000038489.jpg, 0.773131, 0.12336, 42.0, 2
000000422590.jpg, 0.810466, 0.12516, 40.7, 4
000000360270.jpg, 0.569544, 0.13127, 45.9, 25
000000011343.jpg, 0.935768, 0.11520, 39.9, 2
000000456877.jpg, 0.575414, 0.12019, 46.2, 15
000000183612.jpg, 0.848888, 0.11115, 41.5, 1
000000086138.jpg, 0.586950, 0.11716, 44.0, 10
000000117763.jpg, 0.587202, 0.11876, 44.7, 7
000000447486.jpg, 0.773713, 0.11963, 44.8, 2
000000324062.jpg, 0.818310, 0.12472, 36.7, 1
000000495196.jpg, 0.414035, 0.11974, 42.0, 7
000000389748.jpg, 0.657304, 0.11901, 43.9, 11
000000515116.jpg, 0.434772, 0.12306, 46.0, 2
000000068769.jpg, 0.591133, 0.12470, 41.3, 32
000000097536.jpg, 0.504264, 0.12134, 39.5, 12
000000560169.jpg, 0.872319, 0.11437, 43.2, 1
000000211542.jpg, 0.673792, 0.12764, 46.9, 3
000000306458.jpg, 0.808769, 0.11635, 40.1, 2
000000259765.jpg, 0.678505, 0.12448, 42.2, 1
000000165709.jpg, 0.749167, 0.11061, 45.3, 2
000000422324.jpg, 0.557111, 0.13253, 47.5, 7
000000309622.jpg, 0.671929, 0.12973, 40.1, 8
000000396375.jpg, 0.605653, 0.12427, 39.6, 8
000000164873.jpg, 0.503546, 0.12855, 45.7, 3
000000151365.jpg, 0.713562, 0.12255, 45.7, 12
000000135418.jpg, 0.934788, 0.10331, 40.4, 3
000000204187.jpg, 0.274548, 0.16390, 43.5, 1
000000500279.jpg, 0.578300, 0.11950, 46.9, 44
000000239737.jpg, 0.513305, 0.10213, 39.8, 6
000000157023.jpg, 0.949293, 0.11564, 43.7, 1
000000068001.jpg, 0.679125, 0.12430, 41.9, 2
000000157884.jpg, 0.925774, 0.11359, 43.7, 1
000000557748.jpg, 0.769736, 0.11793, 43.5, 6
000000434431.jpg, 0.736637, 0.11934, 45.5, 4
000000177545.jpg, 0.430723, 0.10298, 40.1, 6
000000101812.jpg, 0.618279, 0.11747, 45.6, 10
000000270411.jpg, 0.845988, 0.12542, 41.5, 1
000000545306.jpg, 0.000000, 0.12336, 44.9, 0
000000163781.jpg, 0.804708, 0.12124, 47.7, 1
000000166748.jpg, 0.758899, 0.11992, 45.5, 6
000000519052.jpg, 0.782855, 0.12321, 43.6, 9
000000014994.jpg, 0.860341, 0.13267, 43.7, 7
000000440407.jpg, 0.616279, 0.11447, 42.1, 1
000000333453.jpg, 0.736115, 0.12235, 42.2, 8
000000438372.jpg, 0.647503, 0.12970, 46.3, 1
000000428723.jpg, 0.563990, 0.16056, 42.8, 4
000000244023.jpg, 0.582384, 0.13338, 42.1, 8
000000021086.jpg, 0.544182, 0.12419, 41.9, 5
000000255349.jpg, 0.627421, 0.12339, 43.2, 4
000000559204.jpg, 0.825130, 0.12108, 41.8, 1
000000070792.jpg, 0.496761, 0.11940, 45.5, 16
000000345796.jpg, 0.730117, 0.11538, 44.7, 4
000000566176.jpg, 0.353550, 0.11761, 38.0, 6
000000413403.jpg, 0.876783, 0.12519, 43.4, 8
000000173804.jpg, 0.588714, 0.11854, 43.5, 6
000000134263.jpg, 0.515270, 0.11504, 43.6, 6
000000548782.jpg, 0.539660, 0.12225, 43.5, 11
000000163487.jpg, 0.920759, 0.13095, 46.0, 1
000000116971.jpg, 0.557799, 0.12586, 42.5, 6
000000159079.jpg, 0.263885, 0.15838, 45.1, 1
000000183842.jpg, 0.638854, 0.11568, 47.4, 2
000000197051.jpg, 0.658470, 0.11640, 43.7, 9
000000418320.jpg, 0.600392, 0.11412, 43.4, 3
000000333576.jpg, 0.794426, 0.12816, 45.4, 3
000000170094.jpg, 0.579647, 0.12111, 45.5, 19
000000253114.jpg, 0.582730, 0.12324, 44.7, 3
000000557760.jpg, 0.925052, 0.11951, 37.8, 1
000000451442.jpg, 0.614155, 0.12303, 40.8, 7
000000293926.jpg, 0.813247, 0.11570, 39.9, 5
000000519456.jpg, 0.680994, 0.11766, 46.3, 11
000000504914.jpg, 0.727675, 0.10088, 38.7, 12
000000289299.jpg, 0.605964, 0.13536, 45.3, 14
000000105890.jpg, 0.681515, 0.11700, 44.6, 13
000000203760.jpg, 0.679820, 0.12425, 45.3, 5
000000053732.jpg, 0.884818, 0.12211, 45.8, 3
000000153132.jpg, 0.474457, 0.12153, 42.9, 4
000000059459.jpg, 0.417015, 0.07762, 35.0, 8
000000469132.jpg, 0.746477, 0.13229, 44.3, 2
000000446653.jpg, 0.720513, 0.16029, 45.8, 1
000000189347.jpg, 0.930207, 0.11900, 45.3, 2
000000122098.jpg, 0.616093, 0.11716, 42.4, 14
000000232613.jpg, 0.752414, 0.11970, 44.7, 2
000000413913.jpg, 0.503817, 0.11784, 43.7, 8
000000178698.jpg, 0.513135, 0.12199, 43.8, 3
000000418689.jpg, 0.860892, 0.15811, 48.0, 5
000000051432.jpg, 0.569901, 0.12062, 46.5, 7
000000409563.jpg, 0.797509, 0.11408, 46.7, 11
000000009352.jpg, 0.606098, 0.11510, 43.7, 4
000000096139.jpg, 0.786258, 0.12986, 46.3, 3
000000150528.jpg, 0.532476, 0.11546, 45.8, 4
000000573497.jpg, 0.810973, 0.11751, 46.6, 3
000000308293.jpg, 0.885883, 0.12690, 45.2, 5
000000064198.jpg, 0.756571, 0.13224, 39.4, 1
000000168552.jpg, 0.626369, 0.12314, 43.0, 11
000000537177.jpg, 0.453167, 0.11888, 44.9, 9
000000211584.jpg, 0.579220, 0.10441, 42.0, 8
000000006069.jpg, 0.907331, 0.12222, 48.8, 2
000000232938.jpg, 0.386075, 0.15870, 45.6, 7
000000174244.jpg, 0.501290, 0.11448, 45.8, 3
000000013207.jpg, 0.584915, 0.12535, 43.3, 2
000000231585.jpg, 0.524379, 0.12307, 43.3, 22
000000551539.jpg, 0.405724, 0.15720, 43.6, 3
000000413323.jpg, 0.604811, 0.12385, 43.7, 1
000000126092.jpg, 0.713219, 0.11454, 47.4, 3
000000521843.jpg, 0.702199, 0.11807, 39.2, 32
000000227640.jpg, 0.912469, 0.12810, 42.4, 2
000000012218.jpg, 0.000000, 0.12316, 46.2, 0
000000110394.jpg, 0.676776, 0.11705, 42.6, 25
000000123207.jpg, 0.635581, 0.12391, 44.5, 18
000000392131.jpg, 0.715853, 0.11427, 45.0, 8
000000113575.jpg, 0.555880, 0.11454, 44.9, 9
000000085742.jpg, 0.926843, 0.12052, 44.3, 2
000000341174.jpg, 0.617830, 0.12435, 42.9, 4
000000181234.jpg, 0.892650, 0.11661, 45.8, 2
000000448305.jpg, 0.910183, 0.11705, 42.5, 3
000000516746.jpg, 0.722518, 0.11664, 43.3, 7
000000536940.jpg, 0.714795, 0.16044, 46.5, 4
000000022055.jpg, 0.461085, 0.12076, 43.3, 3
000000204334.jpg, 0.750184, 0.12137, 40.2, 3
000000083308.jpg, 0.617685, 0.11721, 39.8, 11
000000320651.jpg, 0.484693, 0.07358, 31.3, 19
000000446174.jpg, 0.698361, 0.16094, 48.9, 5
000000366978.jpg, 0.658844, 0.12515, 42.1, 9
000000336109.jpg, 0.880577, 0.12054, 41.2, 2
000000378062.jpg, 0.604027, 0.12452, 39.2, 29
000000387120.jpg, 0.551418, 0.11655, 44.1, 15
000000008301.jpg, 0.644874, 0.12240, 41.0, 13
000000411407.jpg, 0.624278, 0.12467, 45.2, 3
000000213845.jpg, 0.666000, 0.11659, 49.2, 4
000000138178.jpg, 0.471842, 0.12113, 46.3, 2
000000337906.jpg, 0.633609, 0.11834, 40.6, 6
000000225305.jpg, 0.443109, 0.11720, 42.6, 5
000000271644.jpg, 0.956160, 0.12327, 45.7, 1
000000550295.jpg, 0.573676, 0.11577, 45.8, 19
000000504935.jpg, 0.659831, 0.12020, 45.5, 3
000000369628.jpg, 0.542590, 0.10632, 46.4, 10
000000507477.jpg, 0.832135, 0.11896, 43.5, 2
000000451445.jpg, 0.872961, 0.12185, 43.7, 1
000000143581.jpg, 0.806736, 0.13175, 39.5, 2
000000515258.jpg, 0.554969, 0.12634, 38.2, 30
000000350537.jpg, 0.890920, 0.12117, 41.7, 2
000000228581.jpg, 0.815795, 0.12494, 39.5, 5
000000581498.jpg, 0.631863, 0.12422, 42.5, 1
000000004235.jpg, 0.576902, 0.11623, 43.3, 6
000000046080.jpg, 0.926488, 0.11712, 40.2, 1
000000160557.jpg, 0.690276, 0.11785, 40.1, 4
000000315267.jpg, 0.631216, 0.12801, 40.9, 10
000000058226.jpg, 0.821657, 0.10008, 47.3, 2
000000241869.jpg, 0.830278, 0.11592, 45.7, 2
000000325174.jpg, 0.789414, 0.11718, 43.1, 3
000000111898.jpg, 0.507317, 0.12562, 39.7, 4
000000188358.jpg, 0.620577, 0.12389, 42.9, 4
000000047689.jpg, 0.945315, 0.12330, 40.8, 1
000000258938.jpg, 0.663045, 0.11774, 41.8, 5
000000444211.jpg, 0.725435, 0.12268, 42.6, 6
000000418775.jpg, 0.655959, 0.12174, 45.0, 7
000000006939.jpg, 0.766438, 0.13255, 43.4, 3
000000449332.jpg, 0.561203, 0.12120, 45.8, 10
000000305925.jpg, 0.735552, 0.14529, 41.1, 4
000000552310.jpg, 0.886064, 0.16201, 43.7, 2
000000412084.jpg, 0.640909, 0.12885, 43.7, 8
000000051483.jpg, 0.964699, 0.11606, 44.2, 1
000000397493.jpg, 0.608706, 0.12602, 41.1, 6
000000341199.jpg, 0.507790, 0.07485, 41.7, 22
000000333344.jpg, 0.665448, 0.11392, 46.4, 9
000000004126.jpg, 0.899837, 0.12722, 42.9, 1
000000449441.jpg, 0.644276, 0.11505, 44.0, 4
000000087257.jpg, 0.641745, 0.11836, 42.9, 9
000000404925.jpg, 0.589186, 0.10470, 44.2, 9
000000413742.jpg, 0.634854, 0.12243, 44.0, 9
000000061890.jpg, 0.468356, 0.15441, 42.1, 1
000000551017.jpg, 0.507088, 0.11455, 45.0, 15
000000481249.jpg, 0.000000, 0.12089, 39.0, 0
000000337515.jpg, 0.835145, 0.12133, 47.7, 5
000000561581.jpg, 0.770518, 0.14951, 42.0, 4
000000409164.jpg, 0.741883, 0.12541, 45.7, 6
000000352135.jpg, 0.732449, 0.12086, 47.7, 3
000000340767.jpg, 0.646530, 0.12049, 47.0, 5
000000413886.jpg, 0.692714, 0.11517, 43.8, 10
000000281611.jpg, 0.828873, 0.11483, 42.9, 2
000000349492.jpg, 0.797193, 0.11528, 42.4, 2
000000215074.jpg, 0.495995, 0.11597, 40.6, 13
000000484643.jpg, 0.943164, 0.12460, 45.6, 1
000000345254.jpg, 0.746140, 0.13643, 44.9, 7
000000307699.jpg, 0.681924, 0.12639, 43.3, 2
000000352625.jpg, 0.496090, 0.11575, 42.3, 16
000000338958.jpg, 0.815224, 0.10194, 41.7, 4
000000054415.jpg, 0.743946, 0.12143, 40.8, 4
000000224498.jpg, 0.842874, 0.12088, 43.4, 5
000000155638.jpg, 0.493349, 0.11932, 50.5, 6
000000262886.jpg, 0.476100, 0.12579, 40.6, 10
000000449127.jpg, 0.681132, 0.11676, 42.5, 6
000000309689.jpg, 0.539379, 0.09089, 36.2, 15
000000085078.jpg, 0.884546, 0.10486, 39.5, 1
000000104274.jpg, 0.555880, 0.12127, 39.3, 5
000000222993.jpg, 0.618551, 0.12129, 43.8, 10
000000384376.jpg, 0.676642, 0.10369, 44.7, 20
000000002465.jpg, 0.473322, 0.12306, 42.6, 20
000000079796.jpg, 0.782065, 0.10374, 34.7, 8
000000032515.jpg, 0.872322, 0.11479, 46.2, 1
000000323579.jpg, 0.652689, 0.12345, 46.6, 16
000000435394.jpg, 0.713339, 0.11418, 43.1, 2
000000219537.jpg, 0.508498, 0.12391, 39.8, 10
000000094204.jpg, 0.695604, 0.12115, 42.3, 3
000000432454.jpg, 0.559821, 0.11503, 42.6, 14
000000175717.jpg, 0.776313, 0.12175, 44.7, 9
000000537368.jpg, 0.445454, 0.12345, 43.7, 4
000000183369.jpg, 0.569648, 0.11665, 44.2, 2
000000288915.jpg, 0.749633, 0.11813, 38.0, 2
000000532223.jpg, 0.860945, 0.10785, 42.2, 1
000000305333.jpg, 0.930169, 0.11516, 46.2, 2
000000444001.jpg, 0.510451, 0.12503, 42.3, 14
000000124095.jpg, 0.632168, 0.12633, 43.2, 2
000000538646.jpg, 0.903652, 0.10279, 42.4, 1
000000024687.jpg, 0.516030, 0.11807, 42.7, 13
000000363874.jpg, 0.645308, 0.12443, 44.6, 7
000000104617.jpg, 0.671150, 0.10939, 38.5, 12
000000555330.jpg, 0.844631, 0.11154, 43.6, 2
000000581836.jpg, 0.823239, 0.12196, 39.4, 12
000000226005.jpg, 0.643668, 0.11688, 45.9, 1
000000082419.jpg, 0.567942, 0.11409, 42.8, 2
000000317268.jpg, 0.524479, 0.12054, 45.1, 29
000000106155.jpg, 0.909625, 0.11602, 42.1, 2
000000236891.jpg, 0.622212, 0.11779, 42.0, 1
000000320619.jpg, 0.705776, 0.11909, 45.9, 15
000000085832.jpg, 0.689654, 0.11829, 41.2, 5
000000031359.jpg, 0.778898, 0.12115, 44.6, 3
000000406144.jpg, 0.478648, 0.12294, 39.7, 3
000000557715.jpg, 0.752391, 0.11954, 45.2, 2
000000178261.jpg, 0.673100, 0.10490, 39.5, 9
000000285277.jpg, 0.488794, 0.12023, 37.9, 8
000000478397.jpg, 0.823049, 0.10729, 45.4, 2
000000380796.jpg, 0.592090, 0.12332, 42.5, 2
000000066756.jpg, 0.619963, 0.11685, 39.4, 20
000000192084.jpg, 0.884433, 0.11517, 44.7, 4
000000267679.jpg, 0.488594, 0.12073, 44.4, 6
000000080174.jpg, 0.759056, 0.12423, 43.1, 2
000000304681.jpg, 0.608862, 0.12279, 41.7, 16
000000119193.jpg, 0.878231, 0.12202, 44.9, 2
000000498240.jpg, 0.905073, 0.12373, 40.4, 1
000000303523.jpg, 0.766845, 0.12481, 41.2, 14
000000454096.jpg, 0.882119, 0.10070, 42.1, 4
000000407116.jpg, 0.733729, 0.11132, 43.5, 11
000000352282.jpg, 0.895072, 0.11925, 37.4, 2
000000062371.jpg, 0.821094, 0.12281, 41.6, 1
000000139084.jpg, 0.615295, 0.11520, 46.7, 2
000000058195.jpg, 0.696953, 0.15604, 49.4, 1
000000469057.jpg, 0.681278, 0.11698, 43.5, 7
000000382976.jpg, 0.951077, 0.12405, 40.5, 2
000000212890.jpg, 0.571615, 0.12342, 44.4, 13
000000559951.jpg, 0.548611, 0.11330, 44.1, 14
000000248668.jpg, 0.531762, 0.12519, 40.7, 10
000000269941.jpg, 0.728627, 0.12255, 43.1, 4
000000306899.jpg, 0.633603, 0.11766, 41.0, 4
000000087022.jpg, 0.751402, 0.12876, 46.9, 4
000000179601.jpg, 0.673006, 0.12150, 47.7, 7
000000038720.jpg, 0.843098, 0.15767, 44.1, 12
000000311384.jpg, 0.887497, 0.11638, 41.9, 2
000000439415.jpg, 0.542580, 0.13006, 43.4, 7
000000117606.jpg, 0.583363, 0.12312, 45.5, 11
000000059468.jpg, 0.882189, 0.09232, 42.1, 1
000000554831.jpg, 0.692899, 0.11300, 49.7, 6
000000508110.jpg, 0.765667, 0.10909, 42.5, 12
000000313400.jpg, 0.830061, 0.12152, 45.1, 1
000000062465.jpg, 0.785159, 0.12651, 39.6, 5
000000423404.jpg, 0.513919, 0.12286, 45.0, 5
000000138985.jpg, 0.890238, 0.11725, 42.6, 2
000000444320.jpg, 0.475049, 0.11455, 45.2, 24
000000038468.jpg, 0.727983, 0.10127, 42.8, 3
000000513773.jpg, 0.634381, 0.11893, 41.9, 14
000000491015.jpg, 0.548278, 0.11422, 45.5, 35
000000451608.jpg, 0.573005, 0.12199, 42.0, 4
000000087326.jpg, 0.510895, 0.12301, 41.8, 15
000000070362.jpg, 0.623678, 0.12542, 42.9, 17
000000445654.jpg, 0.485215, 0.12278, 40.0, 6
000000123301.jpg, 0.686593, 0.11473, 43.3, 3
000000371875.jpg, 0.727744, 0.12682, 41.0, 3
000000492706.jpg, 0.679786, 0.12662, 42.3, 3
000000516701.jpg, 0.877167, 0.11080, 45.6, 1
000000044790.jpg, 0.452454, 0.12416, 43.8, 17
000000516099.jpg, 0.680033, 0.11729, 41.4, 3
000000134957.jpg, 0.526936, 0.11736, 39.1, 4
000000195789.jpg, 0.945730, 0.11968, 47.9, 1
000000454012.jpg, 0.931582, 0.11617, 40.9, 1
000000498025.jpg, 0.607860, 0.11418, 45.2, 8
000000532328.jpg, 0.742128, 0.11703, 45.8, 5
000000022033.jpg, 0.621426, 0.12576, 46.2, 2
000000192945.jpg, 0.597697, 0.12152, 44.4, 8
000000514589.jpg, 0.813628, 0.11875, 40.7, 5
000000120547.jpg, 0.513668, 0.09467, 41.3, 4
000000507083.jpg, 0.502127, 0.12075, 47.4, 7
000000400495.jpg, 0.819711, 0.15974, 46.5, 5
000000353513.jpg, 0.599697, 0.16250, 41.0, 12
000000052028.jpg, 0.698208, 0.11697, 42.5, 1
000000247325.jpg, 0.580892, 0.11926, 46.8, 5
000000541056.jpg, 0.580225, 0.12380, 44.7, 25
000000361826.jpg, 0.927314, 0.11097, 40.6, 1
000000007312.jpg, 0.732503, 0.12422, 44.3, 2
000000229452.jpg, 0.330247, 0.12218, 40.3, 1
000000183361.jpg, 0.914722, 0.12096, 45.5, 1
000000559915.jpg, 0.625142, 0.12565, 44.4, 23
000000170458.jpg, 0.626150, 0.12381, 43.7, 22
000000109328.jpg, 0.672605, 0.12193, 42.8, 3
000000410738.jpg, 0.763774, 0.12307, 40.2, 4
000000116671.jpg, 0.900424, 0.10379, 40.9, 2
000000184407.jpg, 0.646229, 0.13548, 42.6, 9
000000171693.jpg, 0.511507, 0.12245, 47.3, 3
000000463963.jpg, 0.379312, 0.12068, 46.3, 1
000000226129.jpg, 0.657832, 0.11462, 39.7, 1
000000246556.jpg, 0.915962, 0.12450, 44.1, 1
000000009104.jpg, 0.870104, 0.11840, 42.9, 2
000000191087.jpg, 0.401085, 0.12341, 43.9, 11
000000052552.jpg, 0.596723, 0.12271, 43.4, 5
000000034305.jpg, 0.543305, 0.10328, 40.1, 22
000000157999.jpg, 0.655965, 0.12309, 40.8, 3
000000369209.jpg, 0.668541, 0.11661, 38.5, 14
000000336188.jpg, 0.573439, 0.12121, 42.1, 7
000000371821.jpg, 0.470184, 0.10925, 40.1, 4
000000315917.jpg, 0.679251, 0.12344, 43.0, 17
000000512278.jpg, 0.678445, 0.10144, 42.2, 9
000000088691.jpg, 0.516880, 0.11539, 41.8, 18
000000391017.jpg, 0.735789, 0.16130, 45.0, 1
000000130310.jpg, 0.912014, 0.11584, 43.8, 1
000000463871.jpg, 0.546944, 0.11661, 45.1, 4
000000419926.jpg, 0.800453, 0.12124, 46.2, 2
000000364001.jpg, 0.390673, 0.12432, 42.6, 6
000000072758.jpg, 0.591782, 0.12548, 40.8, 5
000000407189.jpg, 0.544731, 0.15731, 43.4, 10
000000339574.jpg, 0.741907, 0.11770, 43.8, 7
000000052694.jpg, 0.506422, 0.12335, 40.5, 18
000000461691.jpg, 0.628678, 0.14849, 45.1, 3
000000273275.jpg, 0.649769, 0.11705, 41.4, 2
000000558214.jpg, 0.853578, 0.12274, 46.6, 1
000000489716.jpg, 0.621783, 0.11935, 45.2, 8
000000012582.jpg, 0.688036, 0.12563, 42.6, 7
000000356455.jpg, 0.555230, 0.12477, 39.3, 19
000000169342.jpg, 0.774943, 0.12232, 41.8, 8
000000078724.jpg, 0.623432, 0.11266, 46.8, 4
000000025398.jpg, 0.629200, 0.12482, 43.3, 8
000000043688.jpg, 0.456574, 0.11817, 41.4, 4
000000261041.jpg, 0.752296, 0.11877, 38.9, 1
000000500357.jpg, 0.541415, 0.11251, 37.6, 12
000000106496.jpg, 0.759112, 0.15806, 46.7, 3
000000230364.jpg, 0.612582, 0.11448, 46.2, 6
000000510777.jpg, 0.504795, 0.11854, 46.1, 6
000000041283.jpg, 0.876560, 0.11693, 40.0, 3
000000170915.jpg, 0.648246, 0.11486, 41.0, 2
000000007292.jpg, 0.426775, 0.11961, 45.4, 8
000000096121.jpg, 0.528746, 0.11697, 41.2, 3
000000031200.jpg, 0.511161, 0.11399, 44.2, 21
000000209854.jpg, 0.802042, 0.12357, 40.2, 2
000000195336.jpg, 0.438430, 0.11799, 45.1, 9
000000196847.jpg, 0.579752, 0.12703, 41.4, 7
000000384257.jpg, 0.874418, 0.12051, 46.2, 1
000000377229.jpg, 0.448240, 0.12200, 46.1, 2
000000412601.jpg, 0.508188, 0.11677, 43.1, 3
000000364156.jpg, 0.296413, 0.11945, 37.1, 1
000000006570.jpg, 0.603864, 0.11523, 44.8, 5
000000345097.jpg, 0.517925, 0.11534, 41.8, 9
000000386391.jpg, 0.666352, 0.11008, 38.1, 2
000000576007.jpg, 0.782753, 0.11476, 44.3, 3
000000379948.jpg, 0.413777, 0.15525, 46.2, 2
000000208419.jpg, 0.921721, 0.12249, 46.7, 5
000000403240.jpg, 0.467453, 0.12343, 41.9, 13
000000327517.jpg, 0.823248, 0.12322, 42.6, 4
000000285393.jpg, 0.500752, 0.12133, 42.5, 4
000000280371.jpg, 0.521167, 0.13417, 41.0, 1
000000491775.jpg, 0.449157, 0.13994, 44.2, 39
000000310276.jpg, 0.545591, 0.15736, 44.9, 1
000000520031.jpg, 0.519142, 0.10609, 43.5, 4
000000032593.jpg, 0.841684, 0.12850, 40.6, 5
000000354422.jpg, 0.517520, 0.12171, 45.4, 5
000000300243.jpg, 0.464614, 0.14324, 44.9, 3
000000456138.jpg, 0.793390, 0.12398, 43.4, 2
000000483658.jpg, 0.755094, 0.12443, 43.6, 7
000000267760.jpg, 0.000000, 0.12216, 44.0, 0
000000144966.jpg, 0.751413, 0.12480, 43.9, 8
000000502273.jpg, 0.641989, 0.11496, 39.7, 3
000000537742.jpg, 0.734995, 0.12353, 44.4, 8
000000231054.jpg, 0.614624, 0.12179, 42.5, 10
000000530213.jpg, 0.520566, 0.15733, 43.5, 10
000000145754.jpg, 0.742027, 0.11483, 42.5, 6
000000547506.jpg, 0.611662, 0.12503, 43.5, 2
000000077933.jpg, 0.639889, 0.11609, 38.5, 5
000000270808.jpg, 0.823505, 0.11925, 44.2, 12
000000005836.jpg, 0.892012, 0.13624, 44.4, 3
000000257757.jpg, 0.705311, 0.11892, 36.3, 5
000000216549.jpg, 0.669266, 0.11396, 46.0, 4
000000257026.jpg, 0.631161, 0.11579, 45.5, 24
000000094303.jpg, 0.475897, 0.15532, 44.2, 10
000000137649.jpg, 0.629762, 0.11679, 45.2, 8
000000124936.jpg, 0.917212, 0.12279, 44.7, 4
000000247679.jpg, 0.520999, 0.11636, 41.5, 15
000000319340.jpg, 0.848938, 0.11496, 42.3, 4
000000555817.jpg, 0.729304, 0.11726, 41.6, 21
000000135715.jpg, 0.791663, 0.11991, 44.3, 5
000000365019.jpg, 0.836333, 0.12589, 41.5, 4
000000350244.jpg, 0.594432, 0.11537, 40.6, 8
000000211959.jpg, 0.598362, 0.11954, 43.1, 16
000000497063.jpg, 0.761460, 0.15583, 48.2, 2
000000376805.jpg, 0.589383, 0.15679, 45.7, 15
000000100782.jpg, 0.675904, 0.10983, 35.8, 13
000000037876.jpg, 0.500324, 0.11683, 37.6, 4
000000063840.jpg, 0.605529, 0.12487, 43.7, 9
000000095629.jpg, 0.684752, 0.11673, 42.9, 7
000000571472.jpg, 0.774734, 0.15653, 45.8, 1
000000438853.jpg, 0.877076, 0.12122, 45.8, 3
000000551508.jpg, 0.545812, 0.12128, 42.4, 20
000000230858.jpg, 0.681305, 0.11521, 46.2, 3
000000515901.jpg, 0.437493, 0.11903, 43.5, 3
000000527148.jpg, 0.605293, 0.11918, 42.0, 15
000000519109.jpg, 0.910801, 0.11792, 46.4, 3
000000455930.jpg, 0.468123, 0.10470, 44.7, 2
000000041996.jpg, 0.810207, 0.12432, 42.1, 4
000000470905.jpg, 0.882427, 0.10384, 40.1, 1
000000560213.jpg, 0.709074, 0.11831, 44.9, 3
000000342392.jpg, 0.444294, 0.12385, 42.9, 7
000000443267.jpg, 0.523541, 0.11835, 38.9, 9
000000151676.jpg, 0.712550, 0.12209, 43.3, 3
000000085054.jpg, 0.709123, 0.12238, 43.5, 7
000000055944.jpg, 0.635673, 0.11205, 44.3, 2
000000244294.jpg, 0.383403, 0.12173, 45.3, 4
000000522578.jpg, 0.812631, 0.10149, 38.8, 3
000000127315.jpg, 0.576237, 0.11985, 42.6, 2
000000239622.jpg, 0.664544, 0.11766, 41.9, 18
000000391705.jpg, 0.622953, 0.15758, 43.8, 33
000000308991.jpg, 0.898167, 0.12172, 46.8, 3
000000484942.jpg, 0.903461, 0.11341, 43.2, 2
000000259206.jpg, 0.609668, 0.11421, 39.4, 30
000000531521.jpg, 0.870359, 0.12381, 44.5, 1
000000322459.jpg, 0.867258, 0.13992, 45.0, 3
000000124483.jpg, 0.905224, 0.12140, 43.3, 1
000000503699.jpg, 0.748058, 0.12139, 42.5, 6
000000481211.jpg, 0.473528, 0.10912, 38.5, 5
000000498237.jpg, 0.510480, 0.11957, 45.6, 6
000000429881.jpg, 0.611301, 0.11467, 44.1, 15
000000345296.jpg, 0.913807, 0.11919, 46.7, 1
