Image,Avg. Confidence,Response Time(s),CPU Consumption(%),Detection boxes,SKMeans_Cluster
000000549601.jpg,0.610931,0.03483,30.4,3,1
000000361902.jpg,0.608463,0.029,20.5,2,0
000000088717.jpg,0.497427,0.03272,35.7,5,0
000000199489.jpg,0.39837,0.03052,22.0,14,0
000000002487.jpg,0.543963,0.03113,33.3,2,0
000000047580.jpg,0.504383,0.02973,33.3,2,0
000000407919.jpg,0.568894,0.02933,37.3,3,0
000000340084.jpg,0.330814,0.02985,32.6,2,0
000000125145.jpg,0.371433,0.03162,31.4,2,0
000000304203.jpg,0.730537,0.03115,26.7,2,0
000000355058.jpg,0.755601,0.02829,31.8,1,0
000000541257.jpg,0.502809,0.03411,30.9,8,0
000000103451.jpg,0.893787,0.03667,31.7,2,1
000000184413.jpg,0.398215,0.03145,34.0,3,0
000000159818.jpg,0.546356,0.03065,26.7,7,0
000000401421.jpg,0.634421,0.03171,26.1,1,0
000000101375.jpg,0.31304,0.0357,18.4,1,1
000000126752.jpg,0.925666,0.03176,41.4,1,0
000000099158.jpg,0.677367,0.03142,35.8,19,0
000000266576.jpg,0.381289,0.02755,22.0,3,0
000000153191.jpg,0.541844,0.02756,25.6,11,0
000000205165.jpg,0.518038,0.03292,25.0,2,0
000000153784.jpg,0.604285,0.03606,37.3,3,1
000000414164.jpg,0.586839,0.03275,27.5,7,0
000000277356.jpg,0.639231,0.02999,33.3,2,0
000000118993.jpg,0.938504,0.0302,28.9,1,0
000000508392.jpg,0.628446,0.03054,37.3,5,0
000000483903.jpg,0.711133,0.03069,26.1,7,0
000000073504.jpg,0.602104,0.03241,32.7,1,0
000000556337.jpg,0.519227,0.03294,30.8,1,0
000000257332.jpg,0.512686,0.02951,26.7,12,0
000000152777.jpg,0.510615,0.03064,27.7,8,0
000000459072.jpg,0.750366,0.03074,40.4,5,0
000000465772.jpg,0.547714,0.03362,39.7,6,0
000000442821.jpg,0.52236,0.0296,31.1,2,0
000000514841.jpg,0.533741,0.02983,28.9,10,0
000000370901.jpg,0.460767,0.03159,22.2,11,0
000000017881.jpg,0.825114,0.0353,31.7,2,1
000000156091.jpg,0.561852,0.03307,35.1,5,0
000000482639.jpg,0.777657,0.03073,36.5,1,0
000000142256.jpg,0.474796,0.03049,34.7,3,0
000000083961.jpg,0.31212,0.03759,22.4,1,1
000000510713.jpg,0.469039,0.03129,38.2,12,0
000000362687.jpg,0.497474,0.03667,27.6,4,1
000000308628.jpg,0.531188,0.0297,31.4,6,0
000000352343.jpg,0.702301,0.03141,33.3,3,0
000000164243.jpg,0.391229,0.03043,34.0,2,0
000000009089.jpg,0.417072,0.03353,27.5,3,0
000000558980.jpg,0.658565,0.03084,25.0,7,0
000000228403.jpg,0.589588,0.02531,20.0,3,0
000000057180.jpg,0.527567,0.03112,35.8,3,0
000000051491.jpg,0.523046,0.03309,33.9,4,0
000000052488.jpg,0.519329,0.02861,37.3,8,0
000000172862.jpg,0.614046,0.0323,23.9,2,0
000000540084.jpg,0.429451,0.029,34.8,2,0
000000353238.jpg,0.774454,0.02997,35.3,2,0
000000353998.jpg,0.422915,0.03073,21.4,10,0
000000015493.jpg,0.494168,0.03036,27.3,9,0
000000190186.jpg,0.461772,0.03146,29.2,3,0
000000020081.jpg,0.39829,0.0303,34.0,3,0
000000124688.jpg,0.573572,0.03098,32.0,4,0
000000113339.jpg,0.459779,0.02854,33.3,4,0
000000228636.jpg,0.552564,0.03037,32.7,1,0
000000371518.jpg,0.57527,0.03145,24.4,5,0
000000473033.jpg,0.0,0.03792,35.5,0,1
000000538648.jpg,0.366429,0.03071,34.6,3,0
000000261614.jpg,0.432413,0.03468,22.0,5,1
000000063781.jpg,0.0,0.03159,19.0,0,0
000000063781.jpg,0.0,0.03159,19.0,0,0
000000130002.jpg,0.0,0.03159,29.2,0,0
000000130002.jpg,0.0,0.03159,29.2,0,0
000000417127.jpg,0.435378,0.03277,34.5,2,0
000000546601.jpg,0.714049,0.0265,23.7,8,0
000000273009.jpg,0.604979,0.0322,38.6,1,0
000000240013.jpg,0.296038,0.02909,31.3,2,0
000000001257.jpg,0.361635,0.03018,29.8,4,0
000000539192.jpg,0.807272,0.03125,33.3,1,0
000000492738.jpg,0.66827,0.03123,21.4,6,0
000000113368.jpg,0.541581,0.03235,37.5,16,0
000000116457.jpg,0.886824,0.02942,31.1,3,0
000000088395.jpg,0.669788,0.02854,28.6,2,0
000000443838.jpg,0.39097,0.02868,32.6,3,0
000000088568.jpg,0.681274,0.0347,30.4,2,1
000000427830.jpg,0.619586,0.02923,32.6,5,0
000000102914.jpg,0.642073,0.0384,33.3,3,1
000000036387.jpg,0.767034,0.02904,31.1,1,0
000000579706.jpg,0.270268,0.03107,27.7,2,0
000000421312.jpg,0.825204,0.03893,35.4,1,1
000000069628.jpg,0.389012,0.0323,31.9,10,0
000000161034.jpg,0.483419,0.03181,25.5,14,0
000000401697.jpg,0.742077,0.03277,35.1,2,0
000000380518.jpg,0.512495,0.03426,35.0,5,0
000000054207.jpg,0.69961,0.03001,38.9,1,0
000000167328.jpg,0.48726,0.0346,37.7,1,1
000000228116.jpg,0.748566,0.02884,40.4,2,0
000000189540.jpg,0.556365,0.03004,31.9,14,0
000000395896.jpg,0.675133,0.03128,28.6,14,0
000000240268.jpg,0.658939,0.0298,42.6,2,0
000000011797.jpg,0.759711,0.02896,31.1,2,0
000000310157.jpg,0.699709,0.03236,28.0,14,0
000000140941.jpg,0.58213,0.03729,36.7,1,1
000000569394.jpg,0.405927,0.0301,38.9,3,0
000000052590.jpg,0.418116,0.03293,25.5,6,0
000000062635.jpg,0.599514,0.03118,32.0,3,0
000000073887.jpg,0.436398,0.03075,33.3,6,0
000000424587.jpg,0.515149,0.0283,17.9,2,0
000000385395.jpg,0.408887,0.02999,35.4,3,0
000000227412.jpg,0.493174,0.03,34.7,13,0
000000359593.jpg,0.788589,0.032,31.4,1,0
000000127333.jpg,0.535271,0.03225,19.0,8,0
000000226584.jpg,0.746109,0.02861,26.2,2,0
000000019853.jpg,0.285552,0.02631,33.3,2,0
000000529543.jpg,0.664351,0.03113,35.2,1,0
000000135465.jpg,0.67253,0.02985,34.7,1,0
000000047741.jpg,0.628596,0.03832,31.7,2,1
000000546526.jpg,0.554608,0.03432,30.9,11,0
000000441170.jpg,0.583242,0.03362,35.0,2,0
000000225208.jpg,0.454405,0.02731,31.8,19,0
000000406236.jpg,0.497988,0.03452,34.5,2,0
000000358663.jpg,0.534166,0.03096,38.2,1,0
000000077670.jpg,0.338027,0.03108,36.5,5,0
000000119697.jpg,0.817834,0.02892,36.7,1,0
000000578028.jpg,0.723348,0.03005,29.8,5,0
000000099559.jpg,0.401336,0.03075,21.4,12,0
000000319757.jpg,0.735465,0.03286,25.5,2,0
000000041380.jpg,0.484026,0.03061,38.9,8,0
000000566544.jpg,0.459386,0.03186,34.0,4,0
000000251673.jpg,0.570875,0.02823,32.6,17,0
000000000251.jpg,0.789804,0.03003,25.0,1,0
000000192754.jpg,0.864378,0.02974,30.4,1,0
000000362200.jpg,0.274367,0.02865,37.5,1,0
000000438265.jpg,0.537921,0.03146,31.4,12,0
000000128003.jpg,0.447024,0.03092,20.9,5,0
000000506317.jpg,0.650469,0.03046,31.2,3,0
000000167157.jpg,0.533073,0.03348,36.2,9,0
000000507697.jpg,0.542979,0.03264,28.6,12,0
000000417783.jpg,0.488602,0.02975,27.3,5,0
000000120105.jpg,0.596293,0.03395,36.1,2,0
000000122072.jpg,0.450808,0.03263,34.5,4,0
000000458334.jpg,0.527937,0.02842,23.1,15,0
000000423387.jpg,0.409683,0.03062,23.3,2,0
000000166684.jpg,0.742522,0.03262,37.1,4,0
000000101757.jpg,0.532174,0.03505,32.1,4,1
000000286341.jpg,0.67709,0.0321,20.0,2,0
000000188230.jpg,0.536651,0.02977,37.7,3,0
000000026838.jpg,0.429315,0.03865,31.1,4,1
000000385630.jpg,0.650308,0.02934,26.2,1,0
000000030581.jpg,0.753627,0.03134,27.7,3,0
000000497278.jpg,0.429628,0.02928,40.0,9,0
000000042035.jpg,0.738334,0.03023,32.7,1,0
000000468607.jpg,0.444654,0.03119,35.8,6,0
000000468030.jpg,0.555381,0.03073,40.0,6,0
000000042311.jpg,0.415033,0.03317,28.0,16,0
000000056031.jpg,0.601905,0.03306,21.7,4,0
000000109762.jpg,0.533435,0.02964,26.7,11,0
000000397757.jpg,0.0,0.03061,38.9,0,0
000000397757.jpg,0.0,0.03061,38.9,0,0
000000063659.jpg,0.0,0.03061,23.3,0,0
000000063659.jpg,0.0,0.03061,23.3,0,0
000000465053.jpg,0.45249,0.03664,35.0,13,1
000000267716.jpg,0.693715,0.03258,35.7,5,0
000000467155.jpg,0.600668,0.0432,26.2,6,1
000000422098.jpg,0.639331,0.03049,36.5,3,0
000000110268.jpg,0.494848,0.03249,23.4,18,0
000000543191.jpg,0.584565,0.03568,33.9,2,1
000000283370.jpg,0.0,0.03284,33.9,0,0
000000283370.jpg,0.0,0.03284,33.9,0,0
000000283370.jpg,0.0,0.03284,33.9,0,0
000000283370.jpg,0.0,0.03284,33.9,0,0
000000139880.jpg,0.0,0.03284,36.2,0,0
000000139880.jpg,0.0,0.03284,36.2,0,0
000000139880.jpg,0.0,0.03284,36.2,0,0
000000139880.jpg,0.0,0.03284,36.2,0,0
000000266060.jpg,0.0,0.03284,39.0,0,0
000000266060.jpg,0.0,0.03284,39.0,0,0
000000266060.jpg,0.0,0.03284,39.0,0,0
000000266060.jpg,0.0,0.03284,39.0,0,0
000000162238.jpg,0.0,0.03284,30.8,0,0
000000162238.jpg,0.0,0.03284,30.8,0,0
000000162238.jpg,0.0,0.03284,30.8,0,0
000000162238.jpg,0.0,0.03284,30.8,0,0
000000407918.jpg,0.542785,0.029,35.4,4,0
000000418463.jpg,0.720951,0.02878,39.2,1,0
000000567202.jpg,0.457748,0.02936,29.5,6,0
000000520695.jpg,0.408872,0.03585,42.6,2,1
000000045221.jpg,0.827988,0.02971,39.6,2,0
000000551377.jpg,0.604758,0.03148,24.4,19,0
000000165093.jpg,0.733405,0.03039,31.9,4,0
000000244620.jpg,0.279251,0.03089,34.6,1,0
000000413589.jpg,0.481547,0.02995,31.3,3,0
000000294782.jpg,0.737801,0.03193,32.1,3,0
000000579105.jpg,0.545548,0.0304,30.6,7,0
000000557301.jpg,0.398859,0.03007,34.7,3,0
000000281201.jpg,0.618205,0.03039,31.2,2,0
000000219766.jpg,0.417554,0.03446,40.9,6,0
000000420390.jpg,0.456088,0.03143,34.6,12,0
000000245319.jpg,0.423262,0.03075,25.0,2,0
000000211954.jpg,0.0,0.03107,32.0,0,0
000000072153.jpg,0.784907,0.0317,37.5,2,0
000000359964.jpg,0.548293,0.02861,37.5,6,0
000000217333.jpg,0.561343,0.03182,25.5,4,0
000000357085.jpg,0.633861,0.02523,33.3,5,0
000000254265.jpg,0.641516,0.03146,31.4,8,0
000000578639.jpg,0.659675,0.03311,31.4,9,0
000000527880.jpg,0.942549,0.03124,29.2,1,0
000000006525.jpg,0.544037,0.02861,34.8,7,0
000000093665.jpg,0.645631,0.03522,31.6,3,1
000000224261.jpg,0.93943,0.03499,40.0,1,1
000000081195.jpg,0.490087,0.03923,35.8,1,1
000000361299.jpg,0.790762,0.02976,28.3,2,0
000000031336.jpg,0.526991,0.03288,28.0,17,0
000000025775.jpg,0.547809,0.03171,31.4,6,0
000000389802.jpg,0.521211,0.03047,23.3,6,0
000000154999.jpg,0.654824,0.03209,40.4,2,0
000000579873.jpg,0.37739,0.03185,32.1,8,0
000000395235.jpg,0.264469,0.03188,26.5,1,0
000000478162.jpg,0.811714,0.03367,20.8,3,0
000000134965.jpg,0.528566,0.0382,31.0,3,1
000000345253.jpg,0.589873,0.03134,30.0,2,0
000000100786.jpg,0.535178,0.02954,27.3,2,0
000000080410.jpg,0.770497,0.03095,37.0,5,0
000000292802.jpg,0.531995,0.03265,34.5,1,0
000000219623.jpg,0.612624,0.02638,26.8,14,0
000000021840.jpg,0.278077,0.02872,33.3,4,0
000000014218.jpg,0.327875,0.03807,36.5,1,1
000000438062.jpg,0.0,0.03166,31.4,0,0
000000438062.jpg,0.0,0.03166,31.4,0,0
000000317611.jpg,0.0,0.03166,34.6,0,0
000000317611.jpg,0.0,0.03166,34.6,0,0
000000192601.jpg,0.660054,0.0303,23.8,4,0
000000057626.jpg,0.462361,0.03191,28.0,2,0
000000357606.jpg,0.887696,0.02922,32.6,2,0
000000000619.jpg,0.524169,0.03058,41.8,18,0
000000215771.jpg,0.536553,0.0296,34.0,4,0
000000225391.jpg,0.749356,0.02983,36.0,3,0
000000092775.jpg,0.518985,0.03311,36.2,4,0
000000507328.jpg,0.488483,0.03124,28.3,2,0
000000544030.jpg,0.496506,0.03221,34.0,2,0
000000053270.jpg,0.756213,0.02808,34.9,2,0
000000010373.jpg,0.306586,0.02853,28.6,3,0
000000005036.jpg,0.936613,0.03044,28.3,1,0
000000052536.jpg,0.545262,0.02831,33.3,6,0
000000416114.jpg,0.402402,0.03397,34.5,3,0
000000336144.jpg,0.477881,0.03006,30.6,20,0
000000102122.jpg,0.491334,0.03172,34.0,14,0
000000564359.jpg,0.718086,0.03202,35.2,3,0
000000263356.jpg,0.824611,0.02879,28.9,1,0
000000476156.jpg,0.277638,0.02947,35.4,1,0
000000535824.jpg,0.400292,0.03103,30.6,16,0
000000507319.jpg,0.810407,0.03113,32.0,2,0
000000280754.jpg,0.562559,0.03162,34.0,1,0
000000018569.jpg,0.283338,0.02586,24.4,3,0
000000546947.jpg,0.563071,0.03189,32.1,2,0
000000507736.jpg,0.706559,0.0305,37.7,3,0
000000185671.jpg,0.607382,0.03115,38.2,5,0
000000521358.jpg,0.815742,0.02777,37.5,2,0
000000468952.jpg,0.698937,0.03017,40.7,2,0
000000479830.jpg,0.436926,0.0292,29.5,8,0
000000395674.jpg,0.648219,0.03162,35.2,2,0
000000399093.jpg,0.715193,0.03268,36.2,12,0
000000098548.jpg,0.757382,0.02577,28.9,2,0
000000283287.jpg,0.422955,0.03344,33.9,5,0
000000126646.jpg,0.362444,0.04176,23.8,14,1
000000084955.jpg,0.734873,0.03192,30.8,1,0
000000502133.jpg,0.52357,0.03257,32.1,3,0
000000041590.jpg,0.612022,0.04303,32.9,2,1
000000058228.jpg,0.684938,0.03044,23.3,7,0
000000487916.jpg,0.0,0.03256,27.5,0,0
000000456401.jpg,0.641838,0.03144,29.2,6,0
000000099345.jpg,0.42158,0.03558,33.9,3,1
000000218826.jpg,0.817508,0.03057,29.2,1,0
000000161779.jpg,0.855777,0.02994,22.2,4,0
000000411294.jpg,0.496328,0.04033,38.9,15,1
000000349667.jpg,0.461676,0.03374,32.1,7,0
000000575232.jpg,0.4898,0.03354,28.8,19,0
000000528376.jpg,0.538901,0.03135,27.7,1,0
000000055579.jpg,0.559837,0.02816,37.5,3,0
000000534971.jpg,0.259575,0.03027,29.8,2,0
000000086477.jpg,0.296966,0.03299,26.5,1,0
000000451222.jpg,0.491259,0.03093,32.7,1,0
000000133756.jpg,0.640368,0.02973,38.5,1,0
000000283235.jpg,0.452062,0.02999,39.6,5,0
000000474686.jpg,0.56322,0.02953,36.7,3,0
000000103436.jpg,0.592299,0.04278,31.4,9,1
000000113232.jpg,0.840923,0.03073,19.5,1,0
000000205993.jpg,0.638302,0.03153,32.7,11,0
000000297433.jpg,0.319932,0.03646,28.8,1,1
000000467371.jpg,0.810218,0.03554,16.7,2,1
000000009191.jpg,0.677826,0.03212,20.5,11,0
000000080242.jpg,0.329292,0.03016,22.0,3,0
000000569260.jpg,0.481752,0.03021,31.1,2,0
000000177622.jpg,0.482811,0.03371,35.1,2,0
000000330854.jpg,0.378708,0.03018,34.6,4,0
000000109806.jpg,0.343063,0.03026,34.0,6,0
000000366895.jpg,0.727859,0.03264,33.3,2,0
000000349567.jpg,0.576415,0.03174,32.7,5,0
000000174368.jpg,0.627088,0.03166,15.0,3,0
000000484613.jpg,0.69647,0.03194,30.8,2,0
000000535556.jpg,0.319389,0.03173,32.7,1,0
000000533126.jpg,0.513479,0.03171,41.1,3,0
000000391454.jpg,0.53776,0.02915,34.7,8,0
000000241185.jpg,0.830261,0.02926,35.4,1,0
000000200393.jpg,0.873956,0.0335,28.8,2,0
000000236598.jpg,0.496225,0.03157,38.2,12,0
000000003229.jpg,0.586585,0.03287,34.5,3,0
000000041224.jpg,0.59425,0.02979,26.2,1,0
000000216349.jpg,0.562477,0.03092,22.7,1,0
000000455777.jpg,0.277008,0.03214,29.4,1,0
000000010452.jpg,0.893352,0.03154,37.5,1,0
000000323990.jpg,0.502198,0.03166,20.9,2,0
000000174269.jpg,0.811603,0.02891,26.2,2,0
000000049544.jpg,0.266528,0.0329,40.0,1,0
000000388738.jpg,0.458268,0.032,34.6,6,0
000000270486.jpg,0.399208,0.04278,32.9,15,1
000000573428.jpg,0.410311,0.03163,19.0,2,0
000000024359.jpg,0.712926,0.02676,31.7,2,0
000000492367.jpg,0.323437,0.03188,37.5,2,0
000000356040.jpg,0.42164,0.03028,23.3,1,0
000000439616.jpg,0.756021,0.03004,33.3,2,0
000000476695.jpg,0.561506,0.0333,22.9,1,0
000000241923.jpg,0.418841,0.02962,40.7,4,0
000000405405.jpg,0.59857,0.02823,21.1,5,0
000000484943.jpg,0.61455,0.02813,20.5,8,0
000000310823.jpg,0.545822,0.0309,29.8,3,0
000000382776.jpg,0.450752,0.02842,34.8,9,0
000000259223.jpg,0.587893,0.03245,35.7,3,0
000000535421.jpg,0.353185,0.0314,27.7,3,0
000000269409.jpg,0.562016,0.03231,25.0,12,0
000000507174.jpg,0.597009,0.02779,32.6,3,0
000000381575.jpg,0.56117,0.03081,36.5,17,0
000000571233.jpg,0.729919,0.0287,42.3,2,0
000000078095.jpg,0.603865,0.02969,29.8,6,0
000000570335.jpg,0.661527,0.03253,34.5,5,0
000000471070.jpg,0.513429,0.03246,36.8,2,0
000000565056.jpg,0.346631,0.03066,28.3,1,0
000000332262.jpg,0.418771,0.03121,34.6,5,0
000000203480.jpg,0.524899,0.03047,34.0,7,0
000000099829.jpg,0.819944,0.03005,25.6,1,0
000000384364.jpg,0.602318,0.03089,38.2,5,0
000000241680.jpg,0.919116,0.0312,39.3,1,0
000000476746.jpg,0.793484,0.03023,28.3,2,0
000000229086.jpg,0.47801,0.03257,39.0,4,0
000000494071.jpg,0.621629,0.0324,30.0,1,0
000000082322.jpg,0.664657,0.02806,36.2,2,0
000000169388.jpg,0.457918,0.03128,36.8,2,0
000000460638.jpg,0.595019,0.02773,29.3,1,0
000000378295.jpg,0.524886,0.03189,35.2,3,0
000000521553.jpg,0.559081,0.03133,37.0,4,0
000000338944.jpg,0.722045,0.03146,30.0,9,0
000000417066.jpg,0.313446,0.03376,32.1,3,0
000000162115.jpg,0.532132,0.04102,34.8,2,1
000000304029.jpg,0.693737,0.03085,41.4,2,0
000000463910.jpg,0.707181,0.02939,32.6,2,0
000000240027.jpg,0.595715,0.03968,39.1,4,1
000000268676.jpg,0.0,0.03417,19.6,0,0
000000268676.jpg,0.0,0.03417,19.6,0,0
000000268676.jpg,0.0,0.03417,19.6,0,0
000000038639.jpg,0.0,0.03417,26.4,0,0
000000038639.jpg,0.0,0.03417,26.4,0,0
000000038639.jpg,0.0,0.03417,26.4,0,0
000000183634.jpg,0.0,0.03417,26.9,0,0
000000183634.jpg,0.0,0.03417,26.9,0,0
000000183634.jpg,0.0,0.03417,26.9,0,0
000000288698.jpg,0.508314,0.03002,25.0,4,0
000000282751.jpg,0.906389,0.02661,38.3,4,0
000000340863.jpg,0.442324,0.03104,22.7,7,0
000000113555.jpg,0.541142,0.03494,35.1,1,1
000000422568.jpg,0.726874,0.03055,30.4,2,0
000000570356.jpg,0.648946,0.03384,43.1,2,0
000000034864.jpg,0.595555,0.0333,41.3,9,0
000000361999.jpg,0.551784,0.03764,34.4,1,1
000000136573.jpg,0.320151,0.03005,30.4,1,0
000000418626.jpg,0.861133,0.03786,25.0,1,1
000000441297.jpg,0.755159,0.03188,30.0,1,0
000000229927.jpg,0.684271,0.02914,20.5,6,0
000000136937.jpg,0.609538,0.03185,22.2,10,0
000000023634.jpg,0.445673,0.03049,38.9,2,0
000000046559.jpg,0.418728,0.03029,34.0,29,0
000000148367.jpg,0.660691,0.02919,31.1,1,0
000000554312.jpg,0.407706,0.03773,34.4,2,1
000000055718.jpg,0.449601,0.02967,18.4,4,0
000000484718.jpg,0.867726,0.03113,27.7,1,0
000000539206.jpg,0.682252,0.03158,31.4,8,0
000000472447.jpg,0.584577,0.02844,33.3,9,0
000000408237.jpg,0.483601,0.03049,37.3,8,0
000000329681.jpg,0.732571,0.02998,27.3,1,0
000000325212.jpg,0.496814,0.03281,32.1,2,0
000000545576.jpg,0.768735,0.03156,35.8,3,0
000000330983.jpg,0.26195,0.03095,24.4,1,0
000000287446.jpg,0.645273,0.02909,39.2,5,0
000000146175.jpg,0.266424,0.03118,26.1,1,0
000000200127.jpg,0.465648,0.0309,25.5,5,0
000000046125.jpg,0.410084,0.02713,35.6,5,0
000000221426.jpg,0.40584,0.02955,30.4,17,0
000000013479.jpg,0.88339,0.02706,20.5,3,0
000000365445.jpg,0.855452,0.02942,25.6,2,0
000000490357.jpg,0.797992,0.0298,35.8,1,0
000000223464.jpg,0.416594,0.0345,32.1,5,0
000000325117.jpg,0.698636,0.03376,30.9,1,0
000000129522.jpg,0.595346,0.03188,44.3,11,0
000000260886.jpg,0.642077,0.02827,26.8,5,0
000000313103.jpg,0.561766,0.03183,40.4,5,0
000000535789.jpg,0.51042,0.03083,26.1,3,0
000000225256.jpg,0.615701,0.02964,32.7,2,0
000000362133.jpg,0.708254,0.0316,23.9,2,0
000000386522.jpg,0.712411,0.03128,35.2,3,0
000000159604.jpg,0.871064,0.03189,36.8,2,0
000000432251.jpg,0.0,0.03415,30.9,0,0
000000280110.jpg,0.568783,0.02991,33.3,8,0
000000345888.jpg,0.529604,0.02853,26.8,2,0
000000213373.jpg,0.831966,0.03036,24.4,1,0
000000251609.jpg,0.469137,0.03001,35.3,48,0
000000210559.jpg,0.475604,0.03316,29.4,3,0
000000187987.jpg,0.517385,0.03213,30.8,6,0
000000286308.jpg,0.717981,0.03353,26.0,1,0
000000010133.jpg,0.450402,0.03126,36.4,17,0
000000314089.jpg,0.909513,0.03938,31.7,1,1
000000040935.jpg,0.867336,0.03135,36.5,3,0
000000058025.jpg,0.576423,0.0313,29.2,2,0
000000117657.jpg,0.877219,0.02859,34.8,3,0
000000479684.jpg,0.68929,0.02999,29.8,6,0
000000223610.jpg,0.501933,0.0301,37.7,8,0
000000223969.jpg,0.497026,0.02888,35.4,3,0
000000504903.jpg,0.636146,0.03126,33.3,2,0
000000026150.jpg,0.486327,0.02877,38.8,5,0
000000364706.jpg,0.308621,0.02829,31.1,4,0
000000482902.jpg,0.545003,0.03009,32.7,6,0
000000512056.jpg,0.588995,0.03059,34.0,10,0
000000139290.jpg,0.492695,0.03223,30.0,10,0
000000542507.jpg,0.274221,0.031,41.1,1,0
000000163323.jpg,0.690943,0.03383,26.9,4,0
000000025793.jpg,0.380735,0.02984,38.0,4,0
000000405420.jpg,0.924877,0.03141,35.2,1,0
000000516615.jpg,0.551191,0.02791,34.1,6,0
000000144344.jpg,0.642695,0.03417,37.7,5,0
000000282140.jpg,0.560956,0.03319,37.9,6,0
000000245705.jpg,0.650312,0.03101,24.4,3,0
000000033450.jpg,0.598197,0.03483,28.6,12,1
000000558218.jpg,0.848472,0.03082,30.0,2,0
000000026772.jpg,0.566787,0.02828,26.8,4,0
000000368059.jpg,0.622071,0.02683,31.7,3,0
000000345752.jpg,0.524181,0.02894,28.6,9,0
000000027054.jpg,0.630447,0.03383,33.9,3,0
000000117875.jpg,0.377997,0.03534,18.4,2,1
000000372396.jpg,0.564646,0.0353,33.3,6,1
000000403909.jpg,0.404366,0.03161,24.4,2,0
000000428202.jpg,0.601133,0.02962,37.3,2,0
000000532634.jpg,0.830356,0.03294,26.5,1,0
000000130605.jpg,0.266326,0.02787,23.1,1,0
000000427104.jpg,0.532652,0.0307,36.5,1,0
000000457224.jpg,0.641671,0.03285,36.8,7,0
000000424371.jpg,0.862558,0.03304,38.3,2,0
000000389917.jpg,0.536866,0.0316,25.5,2,0
000000385221.jpg,0.373134,0.03271,20.5,6,0
000000569064.jpg,0.608407,0.02974,29.5,3,0
000000314770.jpg,0.538065,0.02967,23.8,4,0
000000172802.jpg,0.562177,0.03274,30.8,4,0
000000521496.jpg,0.498881,0.03364,35.1,1,0
000000038347.jpg,0.573375,0.02842,37.3,2,0
000000148164.jpg,0.723635,0.03048,33.3,1,0
000000008326.jpg,0.702259,0.03344,30.8,4,0
000000142724.jpg,0.483093,0.03074,28.3,6,0
000000232450.jpg,0.537906,0.02866,36.0,12,0
000000041168.jpg,0.484949,0.02915,21.4,8,0
000000259211.jpg,0.825834,0.03047,35.3,1,0
000000046985.jpg,0.337938,0.03547,38.8,1,1
000000208090.jpg,0.538591,0.03888,22.6,2,1
000000216280.jpg,0.393768,0.03068,33.3,5,0
000000285757.jpg,0.770358,0.0309,35.2,1,0
000000203407.jpg,0.45795,0.0312,32.0,15,0
000000128109.jpg,0.72527,0.03761,22.2,7,1
000000280167.jpg,0.669151,0.03154,34.0,4,0
000000357234.jpg,0.552808,0.03174,22.2,11,0
000000504628.jpg,0.559954,0.03152,33.3,6,0
000000505036.jpg,0.720359,0.03121,19.0,2,0
000000267097.jpg,0.39047,0.0294,15.8,1,0
000000078607.jpg,0.523519,0.03184,32.7,14,0
000000528048.jpg,0.701546,0.03013,34.0,3,0
000000560696.jpg,0.505166,0.03046,25.6,26,0
000000219595.jpg,0.512048,0.0329,40.0,2,0
000000232946.jpg,0.809605,0.03129,30.0,4,0
000000565623.jpg,0.554633,0.03331,36.2,3,0
000000399391.jpg,0.651166,0.03008,27.3,2,0
000000142955.jpg,0.516053,0.03026,34.7,2,0
000000486505.jpg,0.705522,0.0308,40.4,3,0
000000375154.jpg,0.524798,0.02934,39.2,2,0
000000442004.jpg,0.293153,0.02961,34.7,2,0
000000221018.jpg,0.0,0.03566,21.2,0,1
000000221018.jpg,0.0,0.03566,21.2,0,1
000000285453.jpg,0.0,0.03566,14.6,0,1
000000285453.jpg,0.0,0.03566,14.6,0,1
000000456910.jpg,0.460335,0.03022,27.3,5,0
000000302748.jpg,0.587839,0.03185,30.0,6,0
000000153603.jpg,0.538223,0.03302,25.0,10,0
000000251213.jpg,0.431815,0.03072,38.5,5,0
000000544799.jpg,0.651429,0.02892,27.9,8,0
000000418452.jpg,0.728474,0.03286,32.7,2,0
000000346025.jpg,0.612348,0.03104,37.7,4,0
000000399923.jpg,0.660968,0.03129,35.2,18,0
000000547272.jpg,0.588359,0.02975,39.6,2,0
000000274483.jpg,0.521624,0.02976,35.4,2,0
000000551437.jpg,0.457951,0.03115,27.7,5,0
000000247334.jpg,0.47694,0.02916,34.0,7,0
000000095369.jpg,0.727632,0.02835,29.3,2,0
000000032152.jpg,0.603689,0.03164,30.6,2,0
000000056255.jpg,0.554959,0.03369,38.3,10,0
000000196174.jpg,0.396676,0.03964,33.3,6,1
000000348796.jpg,0.81529,0.03118,30.6,1,0
000000368700.jpg,0.628689,0.02979,25.6,5,0
000000464539.jpg,0.805588,0.02934,34.7,3,0
000000131393.jpg,0.440865,0.03111,36.5,11,0
000000207012.jpg,0.420184,0.03233,36.2,1,0
000000334401.jpg,0.774281,0.03369,30.9,9,0
000000384667.jpg,0.803257,0.02788,34.1,1,0
000000523231.jpg,0.469924,0.02954,36.0,11,0
000000091489.jpg,0.428604,0.03078,20.9,3,0
000000348814.jpg,0.559729,0.02953,29.5,3,0
000000400282.jpg,0.571493,0.03187,40.4,2,0
