SKMeans_Cluster,Response Time(s)_CI_Lower,Detection boxes_CI_Lower,Response Time(s)_CI_Upper,Detection boxes_CI_Upper
0,0.0615457549085618,5.297628140834086,0.0615511850207667,5.30525307688812
1,0.0766445120770155,5.3053874885572085,0.0766635723557021,5.320470031231709
