SKMeans_Cluster,Avg. Confidence_CI_Lower,Response Time(s)_CI_Lower,CPU Consumption(%)_CI_Lower,Detection boxes_CI_Lower,Avg. Confidence_CI_Upper,Response Time(s)_CI_Upper,CPU Consumption(%)_CI_Upper,Detection boxes_CI_Upper,Avg. Confidence_small_CI_Lower,Avg. Confidence_small_CI_Upper,Response Time(s)_small_CI_Lower,Response Time(s)_small_CI_Upper,CPU Consumption(%)_small_CI_Lower,CPU Consumption(%)_small_CI_Upper,Detection boxes_small_CI_Lower,Detection boxes_small_CI_Upper,Avg. Confidence_medium_CI_Lower,Avg. Confidence_medium_CI_Upper,Response Time(s)_medium_CI_Lower,Response Time(s)_medium_CI_Upper,CPU Consumption(%)_medium_CI_Lower,CPU Consumption(%)_medium_CI_Upper,Detection boxes_medium_CI_Lower,Detection boxes_medium_CI_Upper,Avg. Confidence_large_CI_Lower,Avg. Confidence_large_CI_Upper,Response Time(s)_large_CI_Lower,Response Time(s)_large_CI_Upper,CPU Consumption(%)_large_CI_Lower,CPU Consumption(%)_large_CI_Upper,Detection boxes_large_CI_Lower,Detection boxes_large_CI_Upper,Avg. Confidence_xlarge_CI_Lower,Avg. Confidence_xlarge_CI_Upper,Response Time(s)_xlarge_CI_Lower,Response Time(s)_xlarge_CI_Upper,CPU Consumption(%)_xlarge_CI_Lower,CPU Consumption(%)_xlarge_CI_Upper,Detection boxes_xlarge_CI_Lower,Detection boxes_xlarge_CI_Upper
0,0.45515650936725555,0.03781931878188423,31.829634247839117,3.9881484108778,0.4558607111108898,0.03782944721666684,31.84667582219228,4.001467623896409,0.5623993509277251,0.5630033363458805,0.06974281662323654,0.06977170885370139,40.32651929181002,40.339793193097,5.204566388397502,5.220693210733142,0.6159433860937595,0.6165266911822607,0.13317361382756782,0.13322024997344645,44.03542693012372,44.04274259414578,5.864068705840049,5.882127865036551,0.6458648357178131,0.646438395385785,0.2608573649606548,0.26095365411686267,48.7027917812317,48.70846153922229,6.197413543311583,6.216496140339709,0.6655655984710502,0.6661287014565036,0.46413762108046197,0.46431898601927235,51.68826479643792,51.69582117313465,6.339114836003753,6.358542734631359
1,0.48086751021314056,0.03137934703449425,31.286628057757518,4.085951639600351,0.4811901551634752,0.03138165183342035,31.294395031519265,4.091970062213619,0.5751957289383532,0.5754771084889169,0.06352241548873606,0.06353103526554875,40.09863470003156,40.104835273377596,5.319918385654818,5.327423846396362,0.6220233656155395,0.6222924246064018,0.11854335217175829,0.1185528377026592,43.31454288860256,43.31827179164914,6.033839295378076,6.042352685244834,0.6515352397687078,0.651799236075749,0.23078896645304328,0.23080819069620764,48.314000804787234,48.316744528651405,6.3748313180971365,6.383823869750058,0.6683064291386374,0.6685646255963755,0.4052627782277098,0.4053052332511096,50.86595294253185,50.868923186262606,6.570598335351536,6.5798637134597735
