SKMeans_Cluster,Detection boxes_CI_Lower,Response Time(s)_CI_Lower,Detection boxes_CI_Upper,Response Time(s)_CI_Upper
1,6.025455341535444,0.1189005347930389,6.033444215333094,0.1189090825444795
0,5.6860170325827175,0.1545745407524717,5.714732031087695,0.1546128817875351
