SKMeans_Cluster,Detection boxes_CI_Lower,Response Time(s)_CI_Lower,Detection boxes_CI_Upper,Response Time(s)_CI_Upper
1,7.136689156819119,0.3394781306111071,7.169069393312422,0.3396259032971068
0,6.481016227549472,0.4219014501961731,6.489668115649109,0.4219522399354672
