SKMeans_Cluster,Detection boxes_CI_Lower,Response Time(s)_CI_Lower,Detection boxes_CI_Upper,Response Time(s)_CI_Upper
0,6.3751549959090665,0.2314933174918851,6.383599508387339,0.2315107303691516
1,5.883408284262257,0.3043855647613759,5.913429926299465,0.3044649027798281
