SKMeans_Cluster,Avg. Confidence_CI_Lower,Response Time(s)_CI_Lower,CPU Consumption(%)_CI_Lower,Detection boxes_CI_Lower,Avg. Confidence_CI_Upper,Response Time(s)_CI_Upper,CPU Consumption(%)_CI_Upper,Detection boxes_CI_Upper,Avg. Confidence_nano_CI_Lower,Avg. Confidence_nano_CI_Upper,Response Time(s)_nano_CI_Lower,Response Time(s)_nano_CI_Upper,CPU Consumption(%)_nano_CI_Lower,CPU Consumption(%)_nano_CI_Upper,Detection boxes_nano_CI_Lower,Detection boxes_nano_CI_Upper,Avg. Confidence_small_CI_Lower,Avg. Confidence_small_CI_Upper,Response Time(s)_small_CI_Lower,Response Time(s)_small_CI_Upper,CPU Consumption(%)_small_CI_Lower,CPU Consumption(%)_small_CI_Upper,Detection boxes_small_CI_Lower,Detection boxes_small_CI_Upper,Avg. Confidence_medium_CI_Lower,Avg. Confidence_medium_CI_Upper,Response Time(s)_medium_CI_Lower,Response Time(s)_medium_CI_Upper,CPU Consumption(%)_medium_CI_Lower,CPU Consumption(%)_medium_CI_Upper,Detection boxes_medium_CI_Lower,Detection boxes_medium_CI_Upper,Avg. Confidence_large_CI_Lower,Avg. Confidence_large_CI_Upper,Response Time(s)_large_CI_Lower,Response Time(s)_large_CI_Upper,CPU Consumption(%)_large_CI_Lower,CPU Consumption(%)_large_CI_Upper,Detection boxes_large_CI_Lower,Detection boxes_large_CI_Upper
1,0.6846572683765356,0.3394781306111071,50.00005673814695,7.136689156819119,0.6854747713779222,0.33962590329710685,50.0094141767902,7.169069393312422,0.521089595446168,0.5220623659686231,0.029541876555360398,0.02955493724177495,29.71685945793363,29.745227651098816,4.60627581969375,4.627866244030307,0.6032973188998193,0.604151769670774,0.056207129290820855,0.05623439657880792,38.62768562965996,38.64989402541165,5.830059656274047,5.856581676669537,0.652540983143638,0.6533363930621501,0.10271668460751708,0.1027560835889167,41.9325409299538,41.94726029775741,6.593372151622554,6.623231180736405,0.6694136162246926,0.6702365240851582,0.19679482592964975,0.1968786730472576,47.03708684695917,47.047976000161555,6.986759407847724,7.018502211561805
0,0.6664848487203893,0.4219014501961731,51.09426298113709,6.481016227549472,0.6667296913785744,0.42195223993546727,51.09718506292977,6.489668115649109,0.47270455385956556,0.47301148721969877,0.03277046034869806,0.03277439774111615,31.517259305318518,31.524529509918153,4.02575970538207,4.031424497773564,0.5704939101585805,0.5707605970769717,0.06530988303495243,0.06531909791920686,40.260394208204836,40.266171938746886,5.257196396997121,5.264230173817929,0.6184272700414533,0.6186831149832877,0.12263622768053553,0.12264843808363216,43.5643294468039,43.567703043159675,5.95668919758177,5.964653347465378,0.6490259602139896,0.6492763837781681,0.2393178837029767,0.23934252708966638,48.491202861734266,48.493686504338,6.292033557858138,6.300441467816402
