SKMeans_Cluster,Detection boxes_CI_Lower,Avg. Confidence_CI_Lower,Detection boxes_CI_Upper,Avg. Confidence_CI_Upper
0,3.9881484108778,0.4551565093672555,4.001467623896409,0.4558607111108898
1,4.085951639600351,0.4808675102131405,4.091970062213619,0.4811901551634752
